siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,codeCommuneEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
019864396,00015,01986439600015,O,2019-12-10,01,2022,2024-03-30T03:40:26,true,2,,25,BOULEVARD,FRANCK PILATTE,06300,NICE,06088,060882610_B,1045849.4951319075,6297539.196269013,2008-01-01,A,,81.10Z,NAFRev2,O
019887983,00013,01988798300013,O,2008-07-02,,,2024-03-30T16:16:23,true,3,,9,RUE,DES MICHELS,06110,LE CANNET,06030,060300980_B,1024482.1362877208,6283394.25503062,2008-01-01,A,,81.10Z,NAFRev2,N
019902428,00010,01990242800010,O,1999-07-25,01,2022,2024-03-30T18:37:25,true,2,,35,RUE,DE FRANCE,06000,NICE,06088,060882595_B,1042909.7940929695,6297656.0941656,2008-01-01,A,,81.10Z,NAFRev2,O
019903285,00013,01990328500013,O,2020-04-27,,,2024-03-30T01:58:01,true,2,,70,AVENUE,CERNUSCHI,06100,NICE,06088,060881250_B,1042375.4610408328,6301264.912219527,2008-01-01,A,,81.10Z,NAFRev2,N
019905264,00016,01990526400016,O,2023-09-22,,,2024-03-30T02:19:16,true,2,,26,BOULEVARD,PRINCE DE GALLES,06000,NICE,06088,060885265_B,1044020.8115608138,6300229.376183045,2008-01-01,A,,81.10Z,NAFRev2,N
019914605,00019,01991460500019,O,2005-11-13,,,2024-03-29T23:57:14,true,3,,649,AVENUE,DES ANCIENS COMBATTANTS,06210,MANDELIEU-LA-NAPOULE,06079,060790044_B,1018437.1573022136,6280860.118250675,2015-12-29,A,,81.10Z,NAFRev2,N
020801858,00018,02080185800018,O,2007-07-31,01,2022,2024-03-30T04:50:31,true,2,,19,COURS,NAPOLEON,20090,AJACCIO,2A004,2a0040970_B,1176527.2182374513,6108479.029846711,2008-01-01,A,,81.10Z,NAFRev2,O
020802641,00017,02080264100017,O,1989-08-28,,,2024-03-30T03:09:50,true,2,,,CHEMIN,DE LA PIETRINA,20000,AJACCIO,2A004,2A0041085_B,1176385.9905996588,6109008.599571153,2008-01-01,A,,81.10Z,NAFRev2,N
021003207,00012,02100320700012,O,2025-06-06,,,2024-03-30T06:18:04,true,3,,1,BOULEVARD,D' ALGER,83600,FREJUS,83061,830610090_B,1003971.2072007919,6265392.774037412,2021-09-30,A,,81.10Z,NAFRev2,N
021004924,00011,02100492400011,O,2017-05-29,,,2024-03-22T15:40:57,true,3,,,QUA,LE PRE DE PAQUES,83170,BRIGNOLES,83023,,,,2009-06-30,A,,81.10Z,NAFRev2,N
021009485,00018,02100948500018,O,1990-08-31,,,2024-03-30T15:49:17,true,2,QUA LE PARAD,21,BOULEVARD,MATIGNON,83400,HYERES,83069,830691580_B,955036.701458317,6230108.325753166,2008-01-01,A,,81.10Z,NAFRev2,N
021014535,00013,02101453500013,O,2006-07-13,01,2022,2024-08-29T05:15:38,true,4,,,AVENUE,DE LA LIBERATION,83150,BANDOL,83009,830090205_B,925109.7058093927,6230570.994697312,2024-08-26,A,,81.10Z,NAFRev2,O
021020557,00019,02102055700019,O,2004-07-30,,,2024-03-22T15:40:57,true,4,,,,,83420,LA CROIX-VALMER,83048,,,,2008-04-18,A,,81.10Z,NAFRev2,N
021515366,00017,02151536600017,O,2012-06-22,01,2022,2025-01-23T03:12:12,true,2,PRO DESIRE ALLEMAN,7,RUE,DESIRE ALLEMAN,13300,SALON-DE-PROVENCE,13103,131030550_B,868299.7641708707,6284342.998394838,2008-01-01,A,,81.10Z,NAFRev2,O
021519483,00016,02151948300016,O,2003-12-07,01,2022,2024-08-29T05:18:55,true,7,PRO LES OMBRAGES GARDANNE,,RUE,JULES FERRY,13120,GARDANNE,13041,130410660_B,899888.7987559303,6264657.96347701,2024-07-31,A,,81.10Z,NAFRev2,N
021522461,00017,02152246100017,O,2022-05-31,,,2024-03-29T23:48:09,true,2,PRO 18 BD DE PARIS,18,BOULEVARD,DE PARIS,13003,MARSEILLE,13203,132036820_B,892577.9157449106,6248109.44571638,2008-01-01,A,,81.10Z,NAFRev2,N
024038820,00023,02403882000023,O,2016-02-23,,,2024-03-30T16:55:01,true,1,C/O MAYOTTE ALUMINIUM,,,ZI NEL,97600,MAMOUDZOU,97611,97611C370_C,,,2017-02-15,A,,42.99Z,NAFRev2,N
024040685,00018,02404068500018,O,2005-09-23,,,2024-03-22T15:40:57,true,2,,,QUA,ANTANAMBAZAHA,97650,M'TSANGAMOUJI,97613,,,,2008-01-01,A,,43.99C,NAFRev2,N
024057721,00011,02405772100011,O,1987-07-09,,,2024-03-22T15:40:57,true,3,QUARTIER CAVANI,,QUA,CAVANI -HAMJAGO,97630,MTSAMBORO,97612,,,,2009-01-02,A,,47.82Z,NAFRev2,N
024059404,00012,02405940400012,O,1993-09-07,,,2024-03-22T15:40:57,true,2,,50,RUE,DE LA MOSQUEE BARAKANI,97600,MAMOUDZOU,97611,,,,2008-01-01,A,,47.11B,NAFRev2,N
024074718,00016,02407471800016,O,1980-09-29,,,2024-03-22T15:40:57,true,2,,31,RUE,MANGA MKAKASSI,97600,MAMOUDZOU,97611,,,,2008-01-01,A,,49.32Z,NAFRev2,N
024083982,00017,02408398200017,O,1988-06-04,,,2024-03-22T15:40:57,true,2,,,QUA,ANTAPAGNA,97670,CHICONI,97605,,,,2008-01-01,A,,47.11B,NAFRev2,N
032719361,00019,03271936100019,O,1983-06-15,,,2024-03-30T09:30:27,true,3,R THEODORE BLANC,,QUA,DU LAC,33000,BORDEAUX,33063,33063A089_C,,,2015-05-28,A,,81.10Z,NAFRev2,N
032742835,00013,03274283500013,O,1998-08-25,,,2024-03-30T11:20:59,true,2,RESIDENCE LA BOETIE,,RUE,DE LA BOETIE,33000,BORDEAUX,33063,330631015_B,417133.4818717736,6421993.030436723,2008-01-01,A,,81.10Z,NAFRev2,N
033438961,00014,03343896100014,O,2016-11-15,,,2024-03-30T17:45:37,true,3,,2,ALLEE,DES CAMELIAS,64600,ANGLET,64024,640240364_B,333700.35381245986,6275552.932610057,2020-11-30,A,,81.10Z,NAFRev2,N
033581851,00012,03358185100012,O,1990-05-27,,,2024-03-30T05:01:02,true,2,,,RUE,DE LA REPUBLIQUE,64000,PAU,64445,644453681_B,426517.01795286144,6250254.286731424,2008-01-01,A,,81.10Z,NAFRev2,N
035097880,00013,03509788000013,O,2001-03-17,,,2024-03-22T15:40:57,true,2,,,,,09110,AX-LES-THERMES,09032,,,,2008-01-01,A,,81.10Z,NAFRev2,O
035167527,00015,03516752700015,O,1990-06-15,,,2024-03-30T09:09:35,true,2,,21,RUE,PHARAON,31000,TOULOUSE,31555,315556836_B,574337.4196232022,6278685.604076761,2008-01-01,A,,81.10Z,NAFRev2,N
035196294,00017,03519629400017,O,1992-07-26,,,2024-03-29T23:29:30,true,4,,2,RUE,DES CIGOGNES,31520,RAMONVILLE-SAINT-AGNE,31446,314460120_B,576281.2868790197,6273758.860990892,2008-12-31,A,,81.10Z,NAFRev2,N
035219088,00016,03521908800016,O,1995-12-05,,,2024-03-30T06:18:50,true,2,,28,BOULEVARD,MATABIAU,31000,TOULOUSE,31555,315555772_B,574406.3556139546,6280778.082458831,2008-01-01,A,,81.10Z,NAFRev2,N
035221175,00017,03522117500017,O,1994-07-07,,,2024-03-30T05:34:49,true,2,,84,RUE,ALFRED DUMERIL,31400,TOULOUSE,31555,315550184_B,574865.6881198768,6278174.0970558105,2008-01-01,A,,81.10Z,NAFRev2,N
037870912,00013,03787091200013,O,2000-07-26,,,2024-03-30T02:02:39,true,4,,16,RUE,AUGUSTE LAMEY,67000,STRASBOURG,67482,674820385_B,1050574.2457950953,6842634.41160292,2009-12-31,A,,81.10Z,NAFRev2,O
038417960,00010,03841796000010,O,2023-12-13,01,2022,2024-03-30T17:20:45,true,2,,45,AVENUE,DU GENERAL DE GAULLE,68000,COLMAR,68066,680661412_B,1023284.7931743055,6783757.127834817,2008-01-01,A,,81.10Z,NAFRev2,O
038424446,00011,03842444600011,O,2021-02-07,,,2024-03-29T22:40:15,true,2,,9,AVENUE,CHARLES ZUMSTEIN,68170,RIXHEIM,68278,682780885_B,1028730.243053762,6749582.246710905,2008-01-01,A,,81.10Z,NAFRev2,N
038584918,00015,03858491800015,O,1981-06-14,,,2024-03-30T02:02:01,true,3,,14,RUE,DU GRIFFON,67700,SAVERNE,67437,674370570_B,1020407.9913617967,6857931.547992386,2016-10-31,A,,81.10Z,NAFRev2,N
038591558,00010,03859155800010,O,1998-01-13,,,2024-03-30T10:44:03,true,2,,176,ROUTE,DES ROMAINS,67200,STRASBOURG,67482,674825690_B,1046576.7638741164,6841241.954198908,2008-01-01,A,,81.10Z,NAFRev2,N
038689782,00019,03868978200019,O,2025-06-08,00,2022,2024-03-30T15:19:26,true,2,,15,RUE,DU PETIT MUSC,75004,PARIS,75104,751047338_B,653294.2599754243,6861549.838723812,2008-01-01,A,,81.10Z,NAFRev2,O
038695383,00018,03869538300018,O,1998-09-14,01,2022,2024-03-30T11:01:49,true,2,6 REP PAR MME REVEA,14,RUE,SAINT-SULPICE,75006,PARIS,75106,751068772_B,651367.5362302995,6861480.40113159,2008-01-01,A,,81.10Z,NAFRev2,O
038702254,00012,03870225400012,O,2022-01-09,,,2024-03-30T03:50:53,true,2,P SARL MEDIA,4,RUE,THEODORE DE BANVILLE,75017,PARIS,75117,751179237_B,648658.7649167799,6864829.217337728,2008-01-01,A,,81.10Z,NAFRev2,O
038704144,00013,03870414400013,O,2025-10-05,01,2022,2024-09-13T05:30:16,true,2,,13,RUE,D'AUMALE,75009,PARIS,75109,751090572_B,651311.5280982611,6864428.666017991,2008-01-01,A,,81.10Z,NAFRev2,O
038714465,00010,03871446500010,O,1992-04-11,,,2024-03-30T01:04:45,true,2,P PAR,6,RUE,CHEVREUL,75011,PARIS,75111,751112002_B,655390.9840483655,6861213.734211975,2008-01-01,A,,81.10Z,NAFRev2,O
038717211,00015,03871721100015,O,2006-12-23,01,2022,2025-02-02T02:43:36,true,2,,35,RUE,DE LYON,75012,PARIS,75112,751125866_B,653851.0279695274,6861100.585749652,2008-01-01,A,,81.10Z,NAFRev2,O
038720223,00015,03872022300015,O,1991-01-07,,,2024-03-30T11:17:25,true,2,75012 PARIS REP PAR,3,RUE,TURGOT,75009,PARIS,75109,751099508_B,652003.8781322108,6864592.357003887,2008-01-01,A,,81.10Z,NAFRev2,N
038723631,00016,03872363100016,O,2007-04-25,,,2024-03-30T01:26:47,true,3,LES 75013 PARIS REP,3,RUE,D'ALGER,75001,PARIS,75101,751010191_B,650811.6971679069,6862988.951032857,2008-01-01,A,,81.10Z,NAFRev2,N
038724209,00010,03872420900010,O,2013-03-08,,,2024-03-30T06:18:29,true,2,,16,RUE,MARTIN BERNARD,75013,PARIS,75113,751136135_B,652266.225928387,6858686.552620062,2008-01-01,A,,81.10Z,NAFRev2,N
038725446,00017,03872544600017,O,2022-08-03,,,2024-03-29T23:13:21,true,2,,116,BOULEVARD,EXELMANS,75016,PARIS,75116,751163465_B,645615.5426039645,6860925.166357736,2008-01-01,A,,81.10Z,NAFRev2,N
038728317,00017,03872831700017,O,2021-03-11,,,2024-03-30T07:15:42,true,3,14 REP PAR MR TARDY,60,RUE,DU MONTPARNASSE,75014,PARIS,75114,751146523_B,650475.5579726673,6860406.88877406,2022-07-31,A,,81.10Z,NAFRev2,N
038728903,00014,03872890300014,O,2018-09-19,,,2024-03-30T16:34:24,true,3,,24,RUE,JONQUOY,75014,PARIS,75114,751145000_B,649788.8977895683,6858988.585399878,2012-06-30,A,,81.10Z,NAFRev2,N
038738787,00019,03873878700019,O,1982-06-04,,,2024-03-30T15:26:19,true,2,P PAR,60,RUE,DU MONT CENIS,75018,PARIS,75118,751186467_B,651877.4047681381,6865868.445771895,2008-01-01,A,,81.10Z,NAFRev2,N
038742334,00014,03874233400014,O,1984-06-28,,,2024-03-30T17:06:30,true,3,ES 75017 PARIS REP P,102,RUE,DE COURCELLES,75017,PARIS,75117,751172387_B,648855.6923508409,6864647.105457954,2008-01-01,A,,81.10Z,NAFRev2,N
038742680,00010,03874268000010,O,2009-03-21,01,2022,2024-03-30T13:20:50,true,2,,48,RUE,DE LEVIS,75017,PARIS,75117,751175642_B,649694.4425182304,6865059.656326532,2008-01-01,A,,81.10Z,NAFRev2,O
038749842,00019,03874984200019,O,2000-02-08,01,2022,2024-03-30T14:13:28,true,2,,7,RUE,DE LA VILLETTE,75019,PARIS,75119,751199839_B,655064.823436196,6864065.94922638,2008-01-01,A,,81.10Z,NAFRev2,O
038752671,00016,03875267100016,O,2000-04-05,,,2024-03-30T16:41:37,true,2,,122,AVENUE,DAUMESNIL,75012,PARIS,75112,751122584_B,654943.7754512469,6860383.881934296,2008-01-01,A,,81.10Z,NAFRev2,N
038764957,00015,03876495700015,O,2018-12-16,,,2024-03-30T11:19:22,true,2,RIS REP PAR,57,RUE,DU POTEAU,75018,PARIS,75118,751187755_B,651631.2026467718,6866311.193124379,2008-01-01,A,,81.10Z,NAFRev2,N
038770624,00013,03877062400013,O,2012-05-01,,,2024-03-30T09:42:14,true,3,REP PAR,1,RUE,DU PRINTEMPS,78230,LE PECQ,78481,784810940_B,634776.2702997604,6866926.04699997,2008-06-30,A,,81.10Z,NAFRev2,N
038771465,00010,03877146500010,O,2017-01-24,,,2024-03-29T23:56:39,true,3,8 ST CYR L ECOLE REP,,ROUTE,DE MANTES,78124,MAREIL-SUR-MAULDRE,78368,783680035_B,616976.5098611612,6867097.480799481,2008-01-01,A,,81.10Z,NAFRev2,N
038771523,00016,03877152300016,O,2006-07-18,01,2022,2024-03-22T15:40:57,true,2,,8,RUE,MOLIERE,78100,SAINT-GERMAIN-EN-LAYE,78551,,,,2008-01-01,A,,81.10Z,NAFRev2,O
038774170,00013,03877417000013,O,1997-07-30,01,2022,2024-03-30T05:10:12,true,2,,14,RUE,DU PARC DE CLAGNY,78000,VERSAILLES,78646,786462171_B,636894.9550765355,6857225.473358429,2008-01-01,A,,81.10Z,NAFRev2,O
038776456,00014,03877645600014,O,2005-03-12,01,2022,2024-03-30T14:42:17,true,2,RES DE L'YVETTE,,RUE,FRANCOIS GIRARDON,91380,CHILLY-MAZARIN,91161,91161v31psq_B,649205.6697755905,6843883.627621211,2008-01-01,A,,81.10Z,NAFRev2,O
038788402,00014,03878840200014,O,1980-07-25,,,2024-03-30T07:52:47,true,2,CLICHY REP PAR SARL SEPT,114,RUE,DE FONTENAY,94300,VINCENNES,94080,940803565_B,658764.6822977317,6861060.533299459,2008-01-01,A,,81.10Z,NAFRev2,N
038793824,00012,03879382400012,O,1991-07-06,,,2024-03-30T16:34:17,true,2,,82,RUE,LOUIS ROUQUIER,92300,LEVALLOIS-PERRET,92044,920445170_B,647914.6098616456,6865991.70201151,2008-01-01,A,,81.10Z,NAFRev2,O
038802302,00018,03880230200018,O,1993-04-27,,,2024-03-30T06:33:05,true,2,,21,RUE,DE PENTHIEVRE,92330,SCEAUX,92071,920717140_B,648206.4321059092,6853610.696998879,2008-01-01,A,,81.10Z,NAFRev2,N
038803177,00013,03880317700013,O,2001-07-28,01,2022,2024-03-30T05:22:57,true,2,,16,CHEMIN,DU SYNDICAT DES CULTIVATEURS,92150,SURESNES,92073,920738595_B,641958.8983863742,6863127.603089821,2008-01-01,A,,81.10Z,NAFRev2,O
038813333,00010,03881333300010,O,1989-02-23,,,2024-03-30T16:43:08,true,3,ROSNY SOUS BOIS REP,21,RUE,HENRI BARBUSSE,93130,NOISY-LE-SEC,93053,930534427_B,660152.8132633383,6865924.5627881605,2018-01-31,A,,81.10Z,NAFRev2,N
038819348,00012,03881934800012,O,1984-08-02,,,2024-03-30T16:24:07,true,3,,1,AVENUE,DES MARRONNIERS,94600,CHOISY-LE-ROI,94022,940226140_B,656923.8920424788,6852893.189087219,2008-01-01,A,,81.10Z,NAFRev2,N
038824876,00015,03882487600015,O,2007-12-02,,,2024-03-29T23:01:02,true,2,14-16,14,AVENUE,GEORGES FOUREAU,94420,LE PLESSIS-TREVISE,94059,940590370_B,668425.5156489979,6857086.6963,2008-01-01,A,,81.10Z,NAFRev2,N
038827259,00011,03882725900011,O,2019-02-01,,,2024-03-30T03:51:00,true,2,LI JEAN PIERRE,27,AVENUE,FRANCIS GARNIER,94210,SAINT-MAUR-DES-FOSSES,94068,940683575_B,663865.2472322467,6854809.537951155,2008-01-01,A,,81.10Z,NAFRev2,N
038844726,00018,03884472600018,O,2007-03-11,01,2022,2024-03-30T13:03:17,true,5,,54,RUE,D'ESTIENNE D'ORVES,93310,LE PRE-SAINT-GERVAIS,93061,930613180_B,655955.0986297912,6865265.303471414,2008-01-01,A,,81.10Z,NAFRev2,O
038858338,00015,03885833800015,O,2008-08-31,,,2024-03-30T17:38:04,true,3,,,RUE,DU DIX HUIT JUIN,95120,ERMONT,95219,952190600_C,,,2014-09-30,A,,81.10Z,NAFRev2,N
038859765,00018,03885976500018,O,1981-10-14,,,2024-03-30T00:14:57,true,2,,7,PLACE,DU 19 MARS 1962,94400,VITRY-SUR-SEINE,94081,940812555_B,655808.7114887169,6854674.625332067,2008-01-01,A,,81.10Z,NAFRev2,O
038867826,00018,03886782600018,O,2022-12-28,,,2024-03-30T16:46:45,true,3,UR DES FOSSES REP PA,5,AVENUE,GAMBETTA,94100,SAINT-MAUR-DES-FOSSES,94068,940684120_B,662315.836451803,6855869.599945289,2008-01-01,A,,81.10Z,NAFRev2,N
038876942,00012,03887694200012,O,2019-04-09,,,2024-03-30T13:48:32,true,2,,15,QUAI,GALLIENI,94500,CHAMPIGNY-SUR-MARNE,94017,940174126_B,662008.5290820652,6857161.549441671,2008-01-01,A,,81.10Z,NAFRev2,O
038878625,00011,03887862500011,O,2010-07-31,01,2022,2024-03-30T10:28:17,true,2,,1,SQUARE,JEAN DE LA FONTAINE,95100,ARGENTEUIL,95018,950182789_B,643525.788090033,6872110.181012733,2008-01-01,A,,81.10Z,NAFRev2,O
038881835,00011,03888183500011,O,1983-07-23,03,2022,2024-03-30T11:29:39,true,2,,18,RUE,GASTON MONMOUSSEAU,94200,IVRY-SUR-SEINE,94041,940414136_B,654356.9689306972,6856131.258461199,2008-01-01,A,,81.10Z,NAFRev2,O
038882635,00014,03888263500014,O,2016-03-03,,,2024-03-22T15:40:57,true,2,ERMAIN EN LAYE REP P,7,RUE,DE LA SURINTENDANCE,78100,SAINT-GERMAIN-EN-LAYE,78551,,,,2008-01-01,A,,81.10Z,NAFRev2,O
038884136,00011,03888413600011,O,1981-06-03,,,2024-03-30T13:22:05,true,2,EVOIE REP PAR,43,RUE,DE BEZONS,92400,COURBEVOIE,92026,920260645_B,644958.3166698632,6866436.511650404,2008-01-01,A,,81.10Z,NAFRev2,O
038894457,00019,03889445700019,O,2010-09-05,,,2024-03-30T14:35:22,true,3,,61,AVENUE,DE LA REPUBLIQUE,92120,MONTROUGE,92049,920498160_B,649973.8078599096,6857641.517409407,2012-01-01,A,,81.10Z,NAFRev2,N
038901187,00013,03890118700013,O,2020-08-01,,,2024-03-30T04:35:17,true,3,VILLAGE DU MARCHE 11 A 16,11,PLACE,SAINT LOUIS,92380,GARCHES,92033,920330764_B,640406.4248800603,6860880.76487563,2008-01-01,A,,81.10Z,NAFRev2,O
038906160,00023,03890616000023,O,1988-01-16,,,2024-03-30T12:18:55,false,2,,,AVENUE,MARMONT,91170,VIRY-CHATILLON,91687,916872730_B,654134.6849634727,6841183.511793221,2008-01-01,A,,68.32A,NAFRev2,N
038907135,00016,03890713500016,O,2015-01-29,,,2024-03-30T12:54:24,true,2,APUCINES VERNEUIL -S,6,RUE,GAMBETTA,78200,MANTES-LA-JOLIE,78361,783610920_B,606125.4783839318,6877370.830478762,2008-01-01,A,,81.10Z,NAFRev2,O
