siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,codeCommuneEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
014420723,00018,01442072300018,O,1995-03-09,,,2024-03-30T12:15:52,true,4,,6,AVENUE,GAMBETTA,89000,AUXERRE,89024,890243030_B,743425.2811459986,6744133.792581184,2016-12-31,A,,81.10Z,NAFRev2,N
014517056,00017,01451705600017,O,2021-08-11,,,2024-03-30T18:32:29,true,2,,15,PLACE,DE LA GRANDE FONTAINE,90000,BELFORT,90010,900101910_B,990061.3664188317,6733502.6138203945,2008-01-01,A,,81.10Z,NAFRev2,N
014728901,00019,01472890100019,O,2017-04-11,,,2024-03-30T16:30:20,true,2,,,PLACE,JEAN MOULIN,03000,MOULINS,03190,031901255_B,725073.3399958541,6607413.668406692,2008-01-01,A,,81.10Z,NAFRev2,O
014730048,00015,01473004800015,O,2021-08-24,,,2024-03-30T00:34:44,true,3,,18,AVENUE,DURIN,03200,VICHY,03310,033101070_B,732808.2065636882,6559527.875443053,2011-06-01,A,,81.10Z,NAFRev2,N
014857825,00013,01485782500013,O,1980-06-25,01,2022,2024-03-30T16:23:13,true,2,,,RUE,PAUL DOUMER,15000,AURILLAC,15014,150141815_B,656109.9145948942,6425141.324889677,2008-01-01,A,,81.10Z,NAFRev2,O
019564111,00011,01956411100011,O,2017-02-01,,,2024-03-22T15:40:57,true,3,,,,,05260,SAINT-LEGER-LES-MELEZES,05149,,,,2008-01-01,A,,81.10Z,NAFRev2,N
019762376,00010,01976237600010,O,1989-10-13,,,2024-03-29T23:44:58,true,2,,16,RUE,FONCET,06000,NICE,06088,060882505_B,1044355.6253787177,6298468.345757744,2008-01-01,A,,81.10Z,NAFRev2,N
019782333,00017,01978233300017,O,2021-07-14,,,2024-03-30T16:30:17,true,2,,1,RUE,DE LA LIBERTE,06000,NICE,06088,060883640_B,1044018.4405299834,6298137.016086488,2008-01-01,A,,81.10Z,NAFRev2,N
019783117,00013,01978311700013,O,2020-11-26,,,2024-03-30T02:25:27,true,3,,62,RUE,GIOFFREDO,06000,NICE,06088,060882950_B,1044184.1509523252,6298136.747708617,2011-06-30,A,,81.10Z,NAFRev2,N
019808211,00015,01980821100015,O,2021-04-11,,,2024-03-30T09:23:52,true,2,,4,RUE,MASSENA,06000,NICE,06088,060884110_B,1043995.2054579521,6298053.066280207,2008-01-01,A,,81.10Z,NAFRev2,N
019828821,00017,01982882100017,O,1981-07-11,,,2024-03-30T16:48:24,true,3,,,BOULEVARD,ALBERT 1ER,06600,ANTIBES,06004,060040060_B,1033005.5888949814,6284161.42287886,2018-12-31,A,,81.10Z,NAFRev2,N
019853456,00010,01985345600010,O,1993-06-28,,,2024-03-22T15:40:57,true,4,AURON,,CHE,DEPARTEMENTAL 39,06660,SAINT-ETIENNE-DE-TINEE,06120,,,,2011-12-31,A,,81.10Z,NAFRev2,N
019864487,00012,01986448700012,O,2021-09-27,01,2022,2024-03-30T16:00:30,true,4,,18,RUE,JEAN CANAVESE,06100,NICE,06088,060883358_B,1042322.3894240772,6300693.461580201,2023-09-01,A,,81.10Z,NAFRev2,O
019878594,00019,01987859400019,O,2025-04-21,01,2022,2025-04-02T05:09:28,true,4,,51,PORTE,DE FRANCE,06500,MENTON,06083,060830515_B,1063423.764461104,6308724.024507497,2025-03-24,A,,81.10Z,NAFRev2,O
019906262,00019,01990626200019,O,2008-08-04,,,2024-03-30T03:23:35,true,3,CON J F,3,RUE,VICTOR HUGO,06190,ROQUEBRUNE CAP MARTIN,06104,061041150_C,,,2008-01-01,A,,81.10Z,NAFRev2,N
019953405,00016,01995340500016,O,1993-11-22,,,2024-03-30T07:26:18,true,3,STELLA MARIS,1,AVENUE,LE MESNIL,06200,NICE,06088,060884185_B,1041389.8866533884,6296860.354094812,2018-12-31,A,,81.10Z,NAFRev2,N
021005251,00018,02100525100018,O,2017-04-22,01,2022,2024-03-30T04:33:21,true,2,ENGOUVINS NORD,,,ENGOUVINS LENTISQUES,83160,LA VALETTE DU VAR,83144,83144A250_C,,,2008-01-01,A,,81.10Z,NAFRev2,O
021014493,00015,02101449300015,O,1985-10-25,,,2024-03-30T08:46:51,true,3,,,RUE,DE BUFFON,83150,BANDOL,83009,830090050_B,924343.2023218145,6230817.517997554,2014-01-31,A,,81.10Z,NAFRev2,N
021015151,00018,02101515100018,O,2017-03-23,01,2022,2024-07-26T09:38:10,true,3,,,RUE,DE SAINT-HERMENTAIRE,83300,DRAGUIGNAN,83050,830502315_B,979493.3396054849,6276555.412453649,2024-06-30,A,,81.10Z,NAFRev2,N
021506761,00010,02150676100010,O,2024-02-19,,,2024-03-29T23:43:39,true,5,PRO LE LAFAYETTE MLLE,27,RUE,LAFAYETTE,13001,MARSEILLE,13201,132015037_B,893332.4032818144,6247615.572916855,2009-04-10,A,,81.10Z,NAFRev2,N
021506829,00015,02150682900015,O,2013-05-09,01,2022,2024-03-30T16:22:37,true,3,10 BD DE LA GAYE,,CHEMIN,JOSEPH AIGUIER,13009,MARSEILLE,13209,132094851_B,895338.8853905231,6242668.494795361,2008-01-01,A,,81.10Z,NAFRev2,O
021510144,00013,02151014400013,O,1993-01-12,,,2024-03-30T08:17:31,true,3,,2,RUE,DU BOSQUET,13004,MARSEILLE,13204,132041344_B,894789.4693778417,6247542.811156878,2008-01-01,A,,81.10Z,NAFRev2,N
021516380,00017,02151638000017,O,1983-09-20,NN,2022,2024-03-30T11:07:06,true,5,,,AVENUE,CLAUDE DEBUSSY,13470,CARNOUX-EN-PROVENCE,13119,131190065_B,907862.2937233675,6243014.037942475,2021-09-01,A,,81.10Z,NAFRev2,O
021520309,00010,02152030900010,O,2019-11-10,,,2024-03-30T06:56:07,true,3,PRO LE FARNESE,9,IMPASSE,SAINT CHARLES,13004,MARSEILLE,13204,132048274_B,894623.6269738048,6248600.881146614,2008-01-01,A,,81.10Z,NAFRev2,N
021525407,00017,02152540700017,O,2022-03-02,01,2022,2024-03-30T08:02:48,true,3,PRO LE PRADOR,129,RUE,DU COMMANDANT ROLLAND,13008,MARSEILLE,13208,132082461_B,893394.7488599503,6244027.161714605,2008-01-01,A,,81.10Z,NAFRev2,O
024039968,00011,02403996800011,O,2025-08-01,,,2024-03-22T15:40:57,true,2,,,QUA,BONOVO,97660,BANDRELE,97603,,,,2008-01-01,A,,43.99C,NAFRev2,N
024041766,00015,02404176600015,O,2017-07-19,,,2024-03-22T15:40:57,true,2,,,QUA,12 VILLAS BARAKANI,97670,OUANGANI,97614,,,,2008-01-01,A,,47.11B,NAFRev2,N
024047227,00012,02404722700012,O,1983-06-01,,,2025-01-20T03:10:17,true,2,,,RUE,DE LA MOSQUEE GNAMBOTITI,97640,SADA,97616,,,,2008-01-01,A,,49.32Z,NAFRev2,N
024049124,00217,02404912400217,O,1985-04-02,,,2025-01-19T02:40:39,false,1,,15,RUE,BUREAU CADI,97600,KOUNGOU,97610,,,,2016-04-01,A,KOUKA BE,47.11C,NAFRev2,O
024050486,00018,02405048600018,O,2000-12-12,,,2025-02-08T02:27:15,true,3,CHICONI,2,,VEN ISSA AMISSI,97670,CHICONI,97605,,,,2021-06-21,A,,41.20A,NAFRev2,N
024064446,00016,02406444600016,O,2008-12-29,,,2025-02-08T02:17:45,true,2,MTSANGAMOUJI,,QUA,TANAMBAO,97650,M'TSANGAMOUJI,97613,,,,2008-01-01,A,,43.99C,NAFRev2,N
024066540,00014,02406654000014,O,2004-06-11,,,2024-03-22T15:40:57,true,2,,30,RUE,DU DISPENSAIRE -LABATTOIR,97615,PAMANDZI,97615,,,,2008-01-01,A,,47.11B,NAFRev2,N
024076994,00011,02407699400011,O,1986-02-08,,,2024-03-22T15:40:57,true,2,,,RUE,DU CIMETIERE GNAMBOTITI -PASSAMA,97600,MAMOUDZOU,97611,,,,2008-01-01,A,,47.11B,NAFRev2,N
024079691,00044,02407969100044,O,1990-05-27,,,2025-01-21T02:25:37,false,1,,,RUE,DU COMMERCE,97600,MAMOUDZOU,97611,,,,2008-03-28,A,,47.71Z,NAFRev2,O
024085730,00018,02408573000018,O,1988-03-15,,,2024-03-22T15:40:57,true,2,,2,,RES LES CORALIA LES 3 VALLEES,97600,MAMOUDZOU,97611,,,,2008-01-01,A,,73.12Z,NAFRev2,O
025941568,00013,02594156800013,O,2002-02-20,,,2024-03-30T12:21:12,false,3,,,RUE,LEON PEPIN,22490,PLESLIN-TRIGAVOU,22190,221900100_B,327120.4016610618,6837978.71578441,2008-01-01,A,,68.20B,NAFRev2,N
026120063,00115,02612006300115,O,1995-01-26,03,2022,2024-03-30T14:54:19,false,1,BATIMENT LES PYRAMIDES,4,RUE,DE PITOYS,64600,ANGLET,64024,640241538_B,335554.55524035293,6273161.450099107,2019-01-01,A,CUNY DUBACQUI,43.21A,NAFRev2,O
027380104,00060,02738010400060,O,2011-10-09,01,2022,2025-02-13T02:32:00,false,1,,8,RUE,D’ARSONVAL,17200,ROYAN,17306,173060155_B,388682.630728223,6511544.703146415,2011-10-28,A,ETS DRUJON SA,46.73B,NAFRev2,O
032066300,00024,03206630000024,O,2020-07-31,,,2024-03-22T15:40:57,true,4,PAROISSE DE QUINSAC,2,RUE,G MASSIAS,33360,QUINSAC,33349,,,,2008-01-01,A,,94.99Z,NAFRev2,N
035138049,00016,03513804900016,O,1980-08-14,,,2024-03-30T00:33:14,true,3,,11,BOULEVARD,LACOMBE,81000,ALBI,81004,810042010_B,630701.0855047975,6313964.474354346,2008-01-01,A,,81.10Z,NAFRev2,N
035175397,00013,03517539700013,O,2022-09-05,,,2024-03-30T03:51:38,true,3,,,ROUTE,DE LALBENQUE,46000,CAHORS,46042,460421802_B,577994.6406992197,6369008.975213145,2008-01-01,A,,81.10Z,NAFRev2,N
035209592,00019,03520959200019,O,1982-04-11,,,2024-03-30T05:54:56,true,2,,22,RUE,D'ALSACE LORRAINE,31000,TOULOUSE,31555,315550224_B,574481.9320110681,6279488.903564582,2008-01-01,A,,81.10Z,NAFRev2,O
035210517,00013,03521051700013,O,1990-08-16,,,2024-03-30T07:50:58,true,2,,133,RUE,HENRI DESBALS,31100,TOULOUSE,31555,315554140_B,571774.2579083227,6277050.4988226155,2008-01-01,A,,81.10Z,NAFRev2,N
037213238,00035,03721323800035,P,1996-05-17,,,2024-03-30T01:29:43,true,2,[ND],[ND],[ND],[ND],[ND],SAINT-LAURENT-DU-VAR,06123,[ND],[ND],[ND],2008-01-01,A,[ND],68.20B,NAFRev2,N
037870201,00011,03787020100011,O,1980-06-19,,,2024-03-30T06:34:23,true,5,,2,IMPASSE,DE LA LUNE,67000,STRASBOURG,67482,674824110_B,1050934.2878776223,6841518.032517308,2022-07-31,A,,81.10Z,NAFRev2,N
037875762,00017,03787576200017,O,2021-03-12,,,2024-03-30T00:52:26,true,3,CABINET RUHL,3,RUE,STAEDEL,67100,STRASBOURG,67482,674826600_B,1050399.1215817053,6839462.062414719,2008-01-01,A,,81.10Z,NAFRev2,N
038418042,00016,03841804200016,O,1999-09-29,01,2022,2025-01-27T03:10:54,true,3,,58,ROUTE,DE BALE,68000,COLMAR,68066,680660290_B,1024639.5664363233,6782958.082456963,2023-02-01,A,,81.10Z,NAFRev2,N
038418760,00013,03841876000013,O,2004-09-14,,,2024-03-29T23:42:57,true,2,1-3,,RUE,DE PEYREHORADE,68300,SAINT-LOUIS,68297,682970895_B,1042260.0289884924,6729014.213074884,2008-01-01,A,,81.10Z,NAFRev2,O
038424354,00017,03842435400017,O,2014-11-30,01,2022,2024-03-30T03:05:53,true,2,ENTREE A,15,AVENUE,DU GENERAL DE GAULLE,68170,RIXHEIM,68278,682780325_B,1029539.2393454396,6747645.789729205,2008-01-01,A,,81.10Z,NAFRev2,O
038449534,00015,03844953400015,O,1981-07-01,,,2024-03-30T03:41:28,true,3,,4,RUE,CHARLES NUNGESSER,68120,PFASTATT,68256,682560115_B,1023068.747841148,6749915.89931908,2008-01-31,A,,81.10Z,NAFRev2,N
038689766,00012,03868976600012,O,2021-05-24,,,2024-03-30T00:09:35,true,2,,31,RUE,CHARDON-LAGACHE,75016,PARIS,75116,751161790_B,646100.8003751376,6860655.979629537,2008-01-01,A,,81.10Z,NAFRev2,N
038697785,00012,03869778500012,O,1995-05-02,01,2022,2025-01-15T05:44:45,true,2,5007 PARIS REP PAR,11,RUE,DE TEHERAN,75008,PARIS,75108,751089185_B,649584.3280202062,6864247.063284943,2008-01-01,A,,81.10Z,NAFRev2,O
038702387,00010,03870238700010,O,1989-07-23,,,2024-03-30T11:25:48,true,3,UCAULD D ESTISSAC,7,RUE,DE MARIGNAN,75008,PARIS,75108,751086086_B,649100.2644244255,6863333.334275054,2016-06-30,A,,81.10Z,NAFRev2,N
038704607,00019,03870460700019,O,1986-04-20,,,2024-03-30T00:31:59,true,2,,35,RUE,CONDORCET,75009,PARIS,75109,751092268_B,651945.8689794665,6864628.42244917,2008-01-01,A,,81.10Z,NAFRev2,O
038707873,00014,03870787300014,O,2024-12-03,01,2022,2024-03-29T23:11:21,true,2,,126,RUE,LA FAYETTE,75010,PARIS,75110,751105240_B,652548.386274474,6864431.632324306,2008-01-01,A,,81.10Z,NAFRev2,O
038709762,00017,03870976200017,O,1999-09-21,01,2022,2024-03-30T00:10:25,true,2,PARIS REP PAR SARL,5,RUE,ROBERT ESTIENNE,75008,PARIS,75108,751088256_B,649028.795609314,6863414.91671404,2008-01-01,A,,81.10Z,NAFRev2,O
038712923,00010,03871292300010,O,2023-08-04,01,2022,2024-03-29T23:04:13,true,3,,45,AVENUE,PARMENTIER,75011,PARIS,75111,751117067_B,654239.1785754941,6862698.875170184,2008-01-01,A,,81.10Z,NAFRev2,O
038715876,00033,03871587600033,O,1992-05-05,,,2024-03-29T22:38:39,true,1,,21,RUE,D'ARTOIS,75008,PARIS,75108,751080487_B,649181.6913408395,6863909.862141663,2012-07-24,A,,68.20B,NAFRev2,N
038720108,00018,03872010800018,O,1980-02-10,,,2024-03-30T05:55:04,true,2,,20,AVENUE,LEDRU-ROLLIN,75012,PARIS,75112,751125467_B,653708.2888661581,6860907.684429441,2008-01-01,A,,81.10Z,NAFRev2,N
038724464,00011,03872446400011,O,1986-07-20,01,2022,2024-03-29T23:57:38,true,2,,175,RUE,DE TOLBIAC,75013,PARIS,75113,751139337_B,652514.255492818,6858617.4645553315,2008-01-01,A,,81.10Z,NAFRev2,O
038739769,00016,03873976900016,O,2013-11-29,,,2024-03-30T00:44:59,true,2,,129,BOULEVARD,PEREIRE,75017,PARIS,75117,751177258_B,648404.987372685,6865148.509996821,2008-01-01,A,,81.10Z,NAFRev2,N
038741930,00010,03874193000010,O,1988-06-08,,,2024-03-30T05:26:18,true,2,REP SARL ETUDE DAMRE,92,RUE,DAMREMONT,75018,PARIS,75118,751182534_B,651304.9877451854,6866066.612980665,2008-01-01,A,,81.10Z,NAFRev2,N
038742466,00014,03874246600014,O,1987-11-11,01,2022,2025-01-23T02:42:20,true,2,,3,RUE,DE CHAZELLES,75017,PARIS,75117,751171959_B,648937.9462427874,6864634.4810188925,2008-01-01,A,,81.10Z,NAFRev2,O
038744546,00011,03874454600011,O,2003-12-09,,,2024-03-30T09:24:26,true,3,T 75018 PARIS REP PA,92,RUE,DAMREMONT,75018,PARIS,75118,751182534_B,651304.9877451854,6866066.612980665,2008-01-01,A,,81.10Z,NAFRev2,N
038746806,00017,03874680600017,O,2002-09-05,01,2022,2024-03-30T17:09:34,true,2,,37,RUE,JOSEPH DE MAISTRE,75018,PARIS,75118,751185010_B,650910.0055852169,6866008.675943948,2008-01-01,A,,81.10Z,NAFRev2,O
038749560,00017,03874956000017,O,1989-09-05,01,2022,2024-03-30T12:19:01,true,2,RIS REP PAR,32,RUE,DE LONDRES,75009,PARIS,75109,751095741_B,650700.6690369028,6864390.465480309,2008-01-01,A,,81.10Z,NAFRev2,O
038761250,00018,03876125000018,O,1999-03-18,,,2024-03-30T03:54:55,true,3,,76,PLACE,DU DOCTEUR FELIX LOBLIGEOIS,75017,PARIS,75117,751172828_B,649993.3631663404,6865432.485271061,2008-06-30,A,,81.10Z,NAFRev2,N
038762753,00010,03876275300010,O,2017-05-30,01,2022,2024-03-30T13:51:00,true,3,,23,RUE,CLAIRAUT,75017,PARIS,75117,751172063_B,650132.5998854914,6865582.964320788,2020-12-31,A,,81.10Z,NAFRev2,N
038763553,00013,03876355300013,O,1982-03-10,,,2024-03-30T10:32:10,true,3,COTTIN PARIS 18 REP,33,RUE,ORFILA,75020,PARIS,75120,751206924_B,655736.4666422813,6863112.799746871,2008-01-01,A,,81.10Z,NAFRev2,N
038763942,00018,03876394200018,O,2018-01-18,,,2024-03-30T13:29:05,true,2,PAR MR ROSA JACQUES,6,RUE,SAUFFROY,75017,PARIS,75117,751178832_B,650177.5324393567,6865853.355470248,2008-01-01,A,,81.10Z,NAFRev2,N
038765418,00017,03876541800017,O,2018-06-05,01,2022,2024-03-30T12:24:57,true,4,,39,RUE,DE CONSTANTINOPLE,75008,PARIS,75108,751082289_B,649941.6696977163,6864754.600256465,2008-01-01,A,,81.10Z,NAFRev2,O
038770442,00010,03877044200010,O,2023-03-30,01,2022,2024-03-29T23:37:04,true,2,78 MONTESSON REP PA,3,RUE,THIERS,78110,LE VESINET,78650,786501110_B,636420.2149118634,6866184.920539557,2008-01-01,A,,81.10Z,NAFRev2,O
038775250,00012,03877525000012,O,1996-08-02,,,2024-03-30T04:15:17,true,2,REP PAR SARL,44,AVENUE,DU MARECHAL FOCH,78400,CHATOU,78146,781461170_B,637929.1314020073,6865957.92406535,2008-01-01,A,,81.10Z,NAFRev2,N
038777819,00012,03877781900012,O,1992-10-23,01,2022,2024-03-29T23:19:06,true,2,SDC LANNES 45,11,AVENUE,DES SABLONS,91350,GRIGNY,91286,912861113_B,655222.3072916836,6839581.276111651,2008-01-01,A,,81.10Z,NAFRev2,O
038787511,00013,03878751100013,O,2017-05-14,01,2022,2024-03-30T07:57:09,true,2,ART,228,AVENUE,JEAN JAURES,92140,CLAMART,92023,920234730_B,646529.175681345,6857262.0611844575,2008-01-01,A,,81.10Z,NAFRev2,O
038789939,00014,03878993900014,O,2007-07-05,,,2024-03-30T05:38:09,true,2,BES,26,RUE,DENIS PAPIN,92700,COLOMBES,92025,920252539_B,645431.1705586305,6868924.584686037,2008-01-01,A,,81.10Z,NAFRev2,N
038797924,00016,03879792400016,O,2000-08-30,,,2024-03-29T23:26:21,true,2,,52,RUE,SEBASTIEN MERCIER,75015,PARIS,75115,751158892_B,647150.6694046096,6860658.986463466,2008-01-01,A,,81.10Z,NAFRev2,N
038810982,00017,03881098200017,O,1999-01-22,,,2024-03-30T15:30:30,true,2,,67,RUE,DE LEVIS,75017,PARIS,75117,751175642_B,649611.6326444291,6865117.422939382,2008-01-01,A,,81.10Z,NAFRev2,O
038814117,00016,03881411700016,O,2000-09-12,,,2024-03-30T03:26:38,true,3,,60,RUE,DE BELLECHASSE,75007,PARIS,75107,751070825_B,650170.8808551267,6862019.208081403,2015-12-31,A,,81.10Z,NAFRev2,N
038823001,00011,03882300100011,O,2007-08-19,,,2024-03-30T14:37:02,true,4,,26,AVENUE,DU PROFESSEUR CADIOT,94700,MAISONS-ALFORT,94046,940467200_B,658337.9226833992,6856134.87417266,2018-10-01,A,,81.10Z,NAFRev2,O
038825907,00017,03882590700017,O,2022-12-22,01,2022,2024-03-30T16:31:42,true,2,E REP PAR,26,AVENUE,SAINTE-MARIE,94160,SAINT-MANDE,94067,940678850_B,657222.8071867895,6859707.6621063035,2008-01-01,A,,81.10Z,NAFRev2,O
038827689,00019,03882768900019,O,2019-07-12,,,2024-03-30T13:45:47,true,2,,28,AVENUE,DES ARTS,94100,SAINT-MAUR-DES-FOSSES,94068,940680170_B,662641.995914076,6856148.027317732,2008-01-01,A,,81.10Z,NAFRev2,O
038830824,00017,03883082400017,O,1984-06-08,NN,2022,2024-03-30T16:47:49,true,3,,98,AVENUE,DE PARIS,94300,VINCENNES,94080,940807115_B,658017.3234905379,6860779.456474062,2023-03-31,A,,81.10Z,NAFRev2,N
038831616,00016,03883161600016,O,1997-03-07,,,2024-03-30T10:50:23,true,2,VINCENNES REP PAR,61,AVENUE,DES CHARMES,94120,FONTENAY-SOUS-BOIS,94033,940331465_B,659877.4981186921,6860770.281448795,2008-01-01,A,,81.10Z,NAFRev2,N
038851093,00013,03885109300013,O,2003-12-06,NN,2022,2024-03-30T02:12:43,true,5,REP PAR,30,RUE,BOISSY D'ANGLAS,75008,PARIS,75108,751081081_B,650300.794206138,6863519.956029258,2023-09-30,A,,81.10Z,NAFRev2,N
038858924,00012,03885892400012,O,2019-04-15,01,2022,2024-03-29T22:33:08,true,2,EUILLY SUR SEINE REP,70,RUE,CORTAMBERT,75016,PARIS,75116,751162347_B,646977.6361760237,6862410.6197431125,2008-01-01,A,,81.10Z,NAFRev2,O
038863445,00011,03886344500011,O,2013-12-23,01,2022,2024-03-29T22:35:06,true,2,,25,RUE,DE BELFORT,92600,ASNIERES-SUR-SEINE,92004,920040675_B,647191.6326736545,6867570.118540783,2008-01-01,A,,81.10Z,NAFRev2,O
038864237,00011,03886423700011,O,1981-08-08,,,2024-03-30T01:57:54,true,2,REUIL,18,AVENUE,PASTEUR,92400,COURBEVOIE,92026,920267130_B,646531.4158532897,6867156.27143161,2008-01-01,A,,81.10Z,NAFRev2,N
038865770,00010,03886577000010,O,2004-10-04,01,2022,2024-03-30T00:34:08,true,2,111 A 115 RUE JEAN JAURES,19,RUE,COLLIN,92800,PUTEAUX,92062,920621485_B,644216.5114033087,6864875.755434221,2008-01-01,A,,81.10Z,NAFRev2,O
038866091,00028,03886609100028,O,2018-01-31,,,2024-03-30T01:29:09,true,1,,42,RUE,DE LA VARENNE,94100,SAINT-MAUR-DES-FOSSES,94068,940689614_B,661534.1670353962,6856403.005984837,1995-12-25,A,,81.10Z,NAFRev2,O
038870879,00012,03887087900012,O,1982-05-29,01,2022,2024-03-29T23:14:58,true,2,156-158,156,RUE,DE PARIS,92100,BOULOGNE-BILLANCOURT,92012,920127130_B,643803.04948585,6860455.520208271,2008-01-01,A,,81.10Z,NAFRev2,O
038876231,00010,03887623100010,O,2004-02-15,,,2024-03-30T01:42:15,true,2,,15,RUE,D'ALSACE,92110,CLICHY,92024,920240040_B,649688.3209012807,6866996.41764485,2008-01-01,A,,81.10Z,NAFRev2,N
038890257,00017,03889025700017,O,2023-04-30,,,2024-03-30T04:09:09,true,2,2 CLAMART,200,AVENUE,JEAN JAURES,92140,CLAMART,92023,920234730_B,646415.8085528339,6857041.828984945,2008-01-01,A,,81.10Z,NAFRev2,O
038892873,00019,03889287300019,O,1998-01-03,,,2024-03-29T22:39:31,true,2,,382,RUE,GABRIEL PERI,92700,COLOMBES,92025,920254115_B,643809.5206903925,6868733.927570942,2008-01-01,A,,81.10Z,NAFRev2,N
038897757,00019,03889775700019,O,1993-07-19,,,2024-03-30T13:20:24,true,3,,98,RUE,DES DAMES,75017,PARIS,75117,751172523_B,649937.5537084563,6864974.148011251,2012-12-31,A,,81.10Z,NAFRev2,N
038902193,00010,03890219300010,O,1997-03-28,01,2022,2024-03-30T04:24:20,true,2,SYND COPRO AMBROISE PARE,15,RUE,DU DOCTEUR CALMETTE,94240,L'HAY-LES-ROSES,94038,940382555_B,651031.9968347462,6852127.44936838,2008-01-01,A,,81.10Z,NAFRev2,O
038912838,00018,03891283800018,O,2015-12-10,,,2024-03-30T11:10:41,true,3,RESIDENCE FAIDHERBE /3-5,3,RUE,DU COMMANDANT MARCHAND,94130,NOGENT-SUR-MARNE,94052,940521475_B,661561.0206262497,6859898.212644205,2016-06-30,A,,81.10Z,NAFRev2,N
