siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,codeCommuneEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
019770957,00017,01977095700017,O,2005-05-13,,,2024-03-30T11:12:51,true,3,,37,RUE,ROSSINI,06000,NICE,06088,060885600_B,1043381.5494317622,6298308.034579191,2008-01-01,A,,81.10Z,NAFRev2,N
019802701,00011,01980270100011,O,1998-12-04,,,2024-03-30T18:31:11,true,3,,12,BOULEVARD,ALEXANDRE III,06400,CANNES,06029,06029k2ix_B,1026158.2958390699,6280263.695597975,2016-12-31,A,,81.10Z,NAFRev2,N
019805407,00012,01980540700012,O,2000-12-15,,,2024-03-30T07:39:24,true,3,,5,AVENUE,SHAKESPEARE,06000,NICE,06088,060886220_B,1042793.451867986,6298142.409566093,2008-01-01,A,,81.10Z,NAFRev2,N
019813609,00013,01981360900013,O,2018-03-26,,,2024-03-30T00:21:59,true,2,,13,BOULEVARD,ALBERT 1ER,06600,ANTIBES,06004,060040060_B,1032954.3992410273,6284239.880659428,2008-01-01,A,,81.10Z,NAFRev2,N
019842772,00014,01984277200014,O,1986-06-22,,,2024-03-30T00:35:54,true,3,,29,RUE,MICHEL ANGE,06100,NICE,06088,060884210_B,1043268.7475406404,6299611.764712028,2016-12-31,A,,81.10Z,NAFRev2,N
019892124,00017,01989212400017,O,2023-01-17,,,2024-03-30T04:24:04,true,2,,9,BOULEVARD,DU GENERAL LECLERC,06240,BEAUSOLEIL,06012,060120250_B,1056432.2142030755,6303701.902155223,2008-01-01,A,,81.10Z,NAFRev2,N
019900422,00015,01990042200015,O,2024-12-28,01,2022,2024-03-30T18:49:20,true,5,,191,BOULEVARD,DE LA MADELEINE,06000,NICE,06088,060883820_B,1041027.3867113875,6298867.877012045,2022-09-05,A,,81.10Z,NAFRev2,O
019968049,00015,01996804900015,O,1980-09-22,,,2024-03-30T00:19:44,true,2,,10,RUE,GOUNOD,06000,NICE,06088,060882985_B,1043338.0695141585,6298186.155660163,2008-01-01,A,,81.10Z,NAFRev2,N
021008693,00018,02100869300018,O,2017-08-18,,,2024-03-30T09:37:57,true,3,,,,LA PEYRIERE,83150,BANDOL,83009,83009B016_C,,,2008-01-01,A,,81.10Z,NAFRev2,N
021014261,00016,02101426100016,O,2014-06-21,,,2024-03-30T03:17:35,true,2,CHEZ MR CORDIER MICHEL,19,BOULEVARD,LOUIS LUMIERE,83150,BANDOL,83009,830090226_B,924038.7031062584,6229999.353097772,2008-01-01,A,,81.10Z,NAFRev2,N
021015672,00013,02101567200013,O,2019-06-08,,,2024-03-30T16:46:20,true,3,12 PARC DE L'EPARGNE,,RUE,AMIRAL EMERIAU,83000,TOULON,83137,831370230_B,938009.5550069195,6230214.969443505,2008-01-01,A,,81.10Z,NAFRev2,O
021500582,00016,02150058200016,O,1993-09-20,01,2022,2025-02-01T02:28:38,true,2,RES LE VALRIANT,,,LE CHARREL,13400,AUBAGNE,13005,13005jheqvw_B,906774.9992258856,6246351.783885513,2008-01-01,A,,81.10Z,NAFRev2,O
021501606,00012,02150160600012,O,2022-06-02,,,2024-03-30T19:21:05,true,2,,302,RUE,PARADIS,13008,MARSEILLE,13208,132086794_B,893469.9497029715,6245213.896877801,2008-01-01,A,,81.10Z,NAFRev2,N
021507850,00010,02150785000010,O,2015-02-06,,,2024-03-30T05:18:33,true,5,PRO LE LOGIS SALONAIS BT,,RUE,JANICOT,13300,SALON-DE-PROVENCE,13103,131031010_B,869554.0522798906,6284369.917421833,2010-12-31,A,,81.10Z,NAFRev2,N
021522065,00016,02152206500016,O,2014-10-04,,,2024-03-30T14:21:20,true,3,PRO RES CAPELETTE,,RUE,LAUGIER,13010,MARSEILLE,13210,132105121_B,895400.5027254737,6245524.584318997,2008-01-01,A,,81.10Z,NAFRev2,O
021523402,00010,02152340200010,O,2020-01-20,,,2024-03-30T19:22:14,true,3,,18,RUE,CURIE,13005,MARSEILLE,13205,132052655_B,894196.6846259941,6247292.934519146,2008-01-01,A,,81.10Z,NAFRev2,N
021536552,00017,02153655200017,O,2007-03-15,,,2024-03-30T10:10:29,true,2,PRO VILLA SEXTIA AIX,,RUE,ACHILLE EMPERAIRE,13090,AIX-EN-PROVENCE,13001,130010012_B,895905.3411069958,6272302.141080842,2008-01-01,A,,81.10Z,NAFRev2,N
024036725,00026,02403672500026,O,2003-05-03,,,2024-03-22T15:40:57,true,1,,,LOT,MATSOZINI,97615,PAMANDZI,97615,,,,2012-07-10,A,,56.10A,NAFRev2,N
024044901,00015,02404490100015,O,2004-06-30,,,2024-04-25T09:38:03,true,2,,2,RUE,BARAKANI,97600,MAMOUDZOU,97611,,,,2008-01-01,A,,32.12Z,NAFRev2,N
024048423,00016,02404842300016,O,1993-09-28,,,2025-01-15T02:22:52,true,3,,,QUA,MANGABE,97670,OUANGANI,97614,,,,2014-03-19,A,,47.11B,NAFRev2,N
024051351,00013,02405135100013,O,2012-11-14,,,2024-03-22T15:40:57,true,2,,11,RLE,CHABABI MTSAPERE,97600,MAMOUDZOU,97611,,,,2008-01-01,A,,49.32Z,NAFRev2,N
024073975,00021,02407397500021,O,2011-05-15,,,2024-03-22T15:40:57,true,2,KAWENI,70,RES,LES TERRASSES 3,97600,MAMOUDZOU,97611,,,,2015-12-31,A,,68.20A,NAFRev2,O
032724205,00011,03272420500011,O,2015-04-23,01,2022,2024-03-30T06:52:39,true,2,,3,PLACE,PIERRE JACQUES DORMOY,33800,BORDEAUX,33063,330637295_B,418316.86892118864,6420545.865611096,2008-01-01,A,,81.10Z,NAFRev2,O
032726689,00014,03272668900014,O,2003-04-20,,,2024-03-30T13:23:50,true,3,,13,AVENUE,NELLY DEGANNE,33120,ARCACHON,33009,330091690_B,370078.32500295935,6404519.377781712,2008-01-01,A,,81.10Z,NAFRev2,N
033436478,00011,03343647800011,O,2021-11-19,,,2024-03-30T06:33:23,true,2,,46,BOULEVARD,THIERS,64500,SAINT-JEAN-DE-LUZ,64483,644831900_B,322517.29013212037,6265962.329415958,2008-01-01,A,,81.10Z,NAFRev2,N
035093632,00012,03509363200012,O,2006-04-17,,,2024-03-30T01:22:37,true,3,,22,RUE,PIGNI,31500,TOULOUSE,31555,315556928_B,576987.8998245848,6279867.143484771,2012-09-30,A,,81.10Z,NAFRev2,N
035200526,00016,03520052600016,O,1980-09-21,,,2024-03-30T08:44:44,true,3,,,AV,FRANCOIS MITTERRAND,31800,SAINT-GAUDENS,31483,314831600_C,,,2022-07-31,A,,81.10Z,NAFRev2,N
035203934,00019,03520393400019,O,2018-08-19,01,2022,2024-03-30T05:36:30,true,2,,8,AVENUE,PIERRE COUPEAU,31130,BALMA,31044,310440650_B,578805.3103193325,6280377.242380844,2008-01-01,A,,81.10Z,NAFRev2,O
035204478,00016,03520447800016,O,1999-04-29,,,2024-03-30T06:42:17,true,3,,10,AVENUE,DE BOULOGNE,31800,SAINT-GAUDENS,31483,314830140_B,514544.568225823,6226171.120790946,2019-12-31,A,,81.10Z,NAFRev2,N
035207331,00014,03520733100014,O,2000-09-16,,,2024-03-30T17:33:58,true,2,,20,BOULEVARD,DE STRASBOURG,31000,TOULOUSE,31555,315558328_B,574613.8849039917,6279930.396978589,2008-01-01,A,,81.10Z,NAFRev2,N
035215045,00010,03521504500010,O,2005-09-02,,,2024-03-30T00:19:48,true,3,MR PUIG EDMOND,19,RUE,SAINT BERNARD,31000,TOULOUSE,31555,315557716_B,574382.5664933575,6280136.374482347,2014-07-31,A,,81.10Z,NAFRev2,N
035216985,00016,03521698500016,O,1994-08-15,,,2024-03-30T15:44:34,true,3,,,BOULEVARD,MARECHAL LECLERC,31000,TOULOUSE,31555,315555656_B,573339.4436146206,6280033.178767787,2017-01-02,A,,81.10Z,NAFRev2,N
035241413,00018,03524141300018,O,1995-10-13,,,2025-01-19T02:34:55,true,3,,2,RUE,GEORGES COURTELINE,31100,TOULOUSE,31555,315553850_B,571975.6725361745,6278203.333990705,2008-01-01,A,,81.10Z,NAFRev2,N
037871159,00010,03787115900010,O,2016-02-06,,,2024-03-30T08:39:37,true,4,24-26,24,RUE,DE LA CANARDIERE,67100,STRASBOURG,67482,674821005_B,1050049.0920773745,6838278.9760573,2008-01-01,A,,81.10Z,NAFRev2,N
038417937,00018,03841793700018,O,2004-12-30,01,2022,2024-03-30T05:18:54,true,2,N°37-39,37,ROUTE,DE BALE,68000,COLMAR,68066,680660290_B,1024633.1671868521,6783233.076537536,2008-01-01,A,,81.10Z,NAFRev2,O
038418802,00013,03841880200013,O,1996-10-28,,,2024-03-30T17:26:42,true,2,,12,RUE,DE BATTENHEIM,68110,ILLZACH,68154,681540060_B,1025748.595104368,6751776.8764031995,2008-01-01,A,,81.10Z,NAFRev2,N
038423661,00016,03842366100016,O,2021-09-13,,,2025-01-29T02:10:20,true,3,,47,RUE,DU DOCTEUR MARCEL HURST,68300,SAINT-LOUIS,68297,682970340_B,1042539.5729641663,6729769.7138641225,2008-01-01,A,,81.10Z,NAFRev2,N
038424248,00011,03842424800011,O,1982-03-31,,,2024-03-30T11:50:20,true,2,,5,RUE,MAGENTA,68100,MULHOUSE,68224,682244510_B,1024875.0697662362,6747009.702213048,2008-01-01,A,,81.10Z,NAFRev2,N
038439972,00019,03843997200019,O,1983-01-26,01,2022,2024-03-30T05:05:23,true,2,BAT A,31,AVENUE,DE ROME,68000,COLMAR,68066,680663575_B,1021895.3007379057,6783868.87935242,2008-01-01,A,,81.10Z,NAFRev2,O
038579645,00011,03857964500011,O,1990-01-15,01,2022,2024-03-30T03:01:03,true,4,,11,RUE,DE CHATENOIS,67100,STRASBOURG,67482,674821270_B,1050787.0701963566,6840235.519578065,2017-04-03,A,,81.10Z,NAFRev2,O
038593570,00013,03859357000013,O,1996-06-09,01,2022,2024-03-30T14:02:37,true,2,,34,RUE,DES CAROLINGIENS,67200,STRASBOURG,67482,674821033_B,1047611.409716282,6840462.900367293,2008-01-01,A,,81.10Z,NAFRev2,O
038595500,00018,03859550000018,O,1989-01-22,,,2024-03-30T16:46:39,true,4,,24,RUE,GEILER,67000,STRASBOURG,67482,674822660_B,1051377.4917601924,6842476.091828479,2013-03-24,A,,81.10Z,NAFRev2,O
038600425,00011,03860042500011,O,1996-11-28,,,2024-03-30T17:58:03,true,3,,7,RUE,DES LENTILLES,67000,STRASBOURG,67482,674823935_B,1049420.9948016242,6841818.129279086,2008-01-01,A,,81.10Z,NAFRev2,N
038669446,00015,03866944600015,O,2021-05-26,,,2024-03-29T22:56:07,true,3,,54,RUE,JULES FERRY,88000,CHANTRAINE,88087,880870300_B,955334.0020433281,6790890.320531753,2019-12-31,A,,81.10Z,NAFRev2,N
038690756,00010,03869075600010,O,1984-12-08,01,2022,2024-03-30T13:16:02,true,2,P PAR MR JOBARD FRAN,30,RUE,DE PENTHIEVRE,75008,PARIS,75108,751087237_B,649685.5016298437,6863827.845270334,2008-01-01,A,,81.10Z,NAFRev2,O
038694261,00017,03869426100017,O,2022-10-31,01,2022,2024-03-30T02:54:20,true,2,RIS REP PAR,114,BOULEVARD,SAINT-GERMAIN,75006,PARIS,75106,751068619_B,651655.5743621533,6861534.1458653,2008-01-01,A,,81.10Z,NAFRev2,O
038697207,00017,03869720700017,O,2015-11-27,NN,2022,2024-03-30T06:08:16,true,3,14 A 16,14,RUE,PIERRE LEROUX,75007,PARIS,75107,751077451_B,650023.8560925504,6861247.643012608,2023-03-31,A,,81.10Z,NAFRev2,N
038703484,00014,03870348400014,O,1989-11-24,01,2022,2024-03-30T16:12:45,true,2,,68,RUE,LA FAYETTE,75009,PARIS,75109,751095240_B,651887.16498703,6864174.653850879,2008-01-01,A,,81.10Z,NAFRev2,O
038705661,00015,03870566100015,O,2011-12-15,,,2024-03-30T02:30:50,true,2,,27,RUE,MILTON,75009,PARIS,75109,751096369_B,651700.7608250459,6864523.59723971,2008-01-01,A,,81.10Z,NAFRev2,O
038714291,00010,03871429100010,O,2021-01-03,01,2022,2024-03-29T23:01:31,true,2,,8,RUE,DE LA PRESENTATION,75011,PARIS,75111,751117800_B,654255.2802200114,6863669.297501302,2008-01-01,A,,81.10Z,NAFRev2,O
038722773,00017,03872277300017,O,2017-08-29,01,2022,2024-03-30T01:06:46,true,2,REP MR LARROQUE ROB,3,RUE,DES RECULETTES,75013,PARIS,75113,751138086_B,652442.0862164845,6859279.894706851,2008-01-01,A,,81.10Z,NAFRev2,O
038734976,00012,03873497600012,O,1982-05-10,01,2022,2024-03-30T05:43:40,true,2,N° 55 A 57,57,AVENUE,FOCH,75016,PARIS,75116,751163696_B,647302.2049850154,6863769.975850288,2008-01-01,A,,81.10Z,NAFRev2,O
038755229,00010,03875522900010,O,1982-07-18,,,2024-03-30T11:44:22,true,2,,1,RUE,LEUCK MATHIEU,75020,PARIS,75120,751205632_B,656184.4683090023,6862731.984184143,2008-01-01,A,,81.10Z,NAFRev2,N
038757001,00011,03875700100011,O,2005-11-24,01,2022,2024-03-30T14:07:55,true,2,5015 PARIS REP PAR,24,RUE,SARRETTE,75014,PARIS,75114,751148826_B,650787.3562772147,6858713.151858532,2008-01-01,A,,81.10Z,NAFRev2,O
038763314,00010,03876331400010,O,1991-12-07,01,2022,2024-03-30T07:17:08,true,2,75017 PARIS REP,4,RUE,THEODORE DE BANVILLE,75017,PARIS,75117,751179237_B,648658.7649167799,6864829.217337728,2008-01-01,A,,81.10Z,NAFRev2,O
038784831,00018,03878483100018,O,1981-03-22,01,2022,2024-03-30T11:51:12,true,2,92100 BOULOGNE REP,91,AVENUE,FELIX FAURE,75015,PARIS,75115,751153553_B,647439.3056190175,6860162.5306148715,2008-01-01,A,,81.10Z,NAFRev2,O
038799490,00016,03879949000016,O,2007-07-21,01,2022,2024-03-30T08:53:00,true,2,,2,BOULEVARD,DU CHATEAU,92200,NEUILLY-SUR-SEINE,92051,920511456_B,646033.1184516557,6865552.667622189,2008-01-01,A,,81.10Z,NAFRev2,O
038809133,00010,03880913300010,O,2014-05-26,,,2024-03-30T13:27:08,true,2,3 MONTREUIL REP PAR,45,BOULEVARD,HENRI BARBUSSE,93230,ROMAINVILLE,93063,930634420_B,659013.5640111504,6864745.001973255,2008-01-01,A,,81.10Z,NAFRev2,O
038812210,00011,03881221000011,O,1992-12-23,,,2024-03-30T09:13:31,true,2,,1,PLACE,JEAN D’ALEMBERT,93380,PIERREFITTE-SUR-SEINE,93059,93059eawy_B,653384.1872992067,6872315.018667183,2008-01-01,A,,81.10Z,NAFRev2,O
038818290,00017,03881829000017,O,2013-04-03,01,2022,2024-03-29T22:59:06,true,2,8 AU 16,8,AVENUE,BOILEAU,94500,CHAMPIGNY-SUR-MARNE,94017,940170728_B,666890.688814148,6856094.528448744,2008-01-01,A,,81.10Z,NAFRev2,O
038820775,00021,03882077500021,O,2006-11-06,01,2022,2025-02-12T02:20:39,true,4,RES LA FRESNAIE 30-40 PAIX/STALINGRAD,30,AVENUE,DE LA PAIX,94260,FRESNES,94034,940347110_B,650742.2672578832,6851323.774664501,2008-01-01,A,,81.10Z,NAFRev2,O
038826608,00010,03882660800010,O,1982-09-21,,,2024-03-30T01:00:00,true,2,UR DES FOSSES REP PA,48,BOULEVARD,DE CRETEIL,94100,SAINT-MAUR-DES-FOSSES,94068,940681680_B,661670.6352576773,6855470.312919403,2008-01-01,A,,81.10Z,NAFRev2,O
038836177,00014,03883617700014,O,2021-05-16,,,2024-03-30T05:55:04,true,3,,12,RUE,ERIC DE MARTIMPREY,95300,PONTOISE,95500,955000620_B,633453.7953369872,6883243.438391636,2017-02-04,A,,81.10Z,NAFRev2,N
038845194,00018,03884519400018,O,2018-08-23,01,2022,2024-03-22T15:40:57,true,3,14-16,14,RUE,FELICIEN DAVID,78100,SAINT-GERMAIN-EN-LAYE,78551,,,,2008-01-01,A,,81.10Z,NAFRev2,O
038853743,00011,03885374300011,O,2010-10-23,,,2024-03-30T10:16:53,true,3,IS COLOMBES 92 REP P,160,AVENUE,D’ARGENTEUIL,92600,ASNIERES-SUR-SEINE,92004,920040130_B,647349.9847758092,6868900.469572378,2008-08-31,A,,81.10Z,NAFRev2,N
038855623,00013,03885562300013,O,2010-05-22,,,2024-03-30T09:33:25,true,2,,24,RUE,TRUFFAUT,75017,PARIS,75117,751179487_B,650312.254986128,6865231.689063068,2008-01-01,A,,81.10Z,NAFRev2,N
038863072,00013,03886307200013,O,2006-04-26,,,2024-03-22T15:40:57,true,2,,29,RUE,PASTEUR,77250,MORET-LOING-ET-ORVANNE,77316,,,,2008-01-01,A,,81.10Z,NAFRev2,O
038873535,00017,03887353500017,O,2006-12-28,,,2024-03-30T04:09:20,true,2,GENVILLE REP PAR,17,RUE,DE RICHELIEU,75001,PARIS,75101,751018212_B,651294.3519787707,6862909.256823425,2008-01-01,A,,81.10Z,NAFRev2,O
038889317,00012,03888931700012,O,2001-02-23,01,2022,2024-03-22T15:40:57,true,2,IN EN LAYE REP PAR,12,RUE,DE FOURQUEUX,78100,SAINT-GERMAIN-EN-LAYE,78551,,,,2008-01-01,A,,81.10Z,NAFRev2,O
038891719,00015,03889171900015,O,2015-12-28,NN,2022,2025-01-15T02:55:47,true,3,,17,AVENUE,LOMBART,92260,FONTENAY-AUX-ROSES,92032,920325170_B,648078.5251004859,6854295.338966033,2023-09-30,A,,81.10Z,NAFRev2,N
038893616,00011,03889361600011,O,2015-06-26,01,2022,2024-03-30T11:12:05,true,2,GNE BILLANCOURT REP,6,RUE,DE TEHERAN,75008,PARIS,75108,751089185_B,649605.0431549287,6864183.164719063,2008-01-01,A,,81.10Z,NAFRev2,O
038909263,00014,03890926300014,O,2009-01-15,,,2024-03-30T02:42:51,true,2,,22,BOULEVARD,JEAN JAURES,92100,BOULOGNE-BILLANCOURT,92012,920124740_B,644053.2740104203,6860677.053524303,2008-01-01,A,,81.10Z,NAFRev2,O
038911913,00010,03891191300010,O,2002-12-28,01,2022,2024-03-30T01:14:23,true,2,,36,RUE,CHAUVEAU,92200,NEUILLY-SUR-SEINE,92051,920511465_B,646692.1316106308,6865947.560898722,2008-01-01,A,,81.10Z,NAFRev2,O
038912184,00017,03891218400017,O,1996-11-23,,,2024-03-30T04:16:30,true,3,S PERRET REP PAR,7,RUE,DANTE,75005,PARIS,75105,751052549_B,652050.0893011353,6861428.898699429,2008-01-01,A,,81.10Z,NAFRev2,O
038916359,00011,03891635900011,O,1992-01-22,01,2022,2024-03-30T03:26:03,true,2,,11,RUE,CHARCOT,92200,NEUILLY-SUR-SEINE,92051,920511435_B,645599.4909056186,6865138.0467490805,2008-01-01,A,,81.10Z,NAFRev2,O
038922530,00019,03892253000019,O,1996-03-16,01,2022,2025-02-13T02:12:27,true,2,,12,AVENUE,DU COMMANDANT RIVIERE,94210,SAINT-MAUR-DES-FOSSES,94068,940681625_B,664050.2278046329,6855223.464503513,2008-01-01,A,,81.10Z,NAFRev2,O
038931184,00014,03893118400014,O,1992-01-26,01,2022,2024-03-30T04:29:37,true,2,IERES S-SEINE REP PA,5,RUE,CACHEUX,92400,COURBEVOIE,92026,920261410_B,646526.5866580233,6867649.285971975,2008-01-01,A,,81.10Z,NAFRev2,O
038933180,00010,03893318000010,O,2003-01-23,01,2022,2024-03-30T04:41:25,true,2,,12,RUE,DU COMMANDANT PILOT,92200,NEUILLY-SUR-SEINE,92051,920511484_B,647034.5852357349,6864810.484504666,2008-01-01,A,,81.10Z,NAFRev2,O
038933669,00012,03893366900012,O,2007-04-18,,,2024-03-30T02:56:22,true,2,,3,RUE,DE LA FORET,95160,MONTMORENCY,95428,954280800_B,650413.6103315293,6877290.498420274,2008-01-01,A,,81.10Z,NAFRev2,N
038939963,00013,03893996300013,O,2004-01-18,,,2024-03-30T17:15:11,true,2,,6,RUE,VEROLLOT,94200,IVRY-SUR-SEINE,94041,940419621_B,653730.3081604209,6856317.914242416,2008-01-01,A,,81.10Z,NAFRev2,N
038942223,00017,03894222300017,O,2007-06-15,01,2022,2024-03-30T11:50:46,true,2,,11,RUE,DU GENERAL DE LARMINAT,94000,CRETEIL,94028,940284139_B,659802.7297353295,6853929.9498667875,2008-01-01,A,,81.10Z,NAFRev2,O
038943213,00017,03894321300017,O,1981-08-26,01,2022,2024-03-30T09:01:01,true,2,NEUILLY SUR SEINE R,85,AVENUE,PAUL DOUMER,75016,PARIS,75116,751167149_B,646923.4918886367,6862331.051596156,2008-01-01,A,,81.10Z,NAFRev2,O
038951802,00016,03895180200016,O,2015-10-26,,,2024-03-30T17:37:21,true,3,,4,PLACE,DU MARECHAL DE LATTRE DE TASSIGNY,92170,VANVES,92075,920756128_B,647482.7046438566,6858219.970558426,2008-01-01,A,,81.10Z,NAFRev2,N
038957239,00015,03895723900015,O,2024-10-13,01,2022,2024-03-30T01:11:06,true,2,,14,RUE,DU MOULIN DE LA VIERGE,75014,PARIS,75114,751146591_B,649613.7659118538,6859465.804441315,2008-01-01,A,,81.10Z,NAFRev2,O
038962122,00016,03896212200016,O,1980-05-14,01,2022,2024-03-30T04:23:41,true,2,,3,RUE,THEODULE RIBOT,75017,PARIS,75117,751179251_B,648746.928057222,6864581.346054276,2008-01-01,A,,81.10Z,NAFRev2,O
038962981,00015,03896298100015,O,2007-07-17,01,2022,2024-03-30T15:44:55,true,2,,10,RUE,CAPLAT,75018,PARIS,75118,751181516_B,652506.3755029354,6865166.9057906065,2008-01-01,A,,81.10Z,NAFRev2,O
038963286,00018,03896328600018,O,1987-04-22,,,2024-03-30T02:09:51,true,2,5014 PARIS REP PAR,14,RUE,SERVANDONI,75006,PARIS,75106,751068944_B,651178.89481859,6861292.060733216,2008-01-01,A,,81.10Z,NAFRev2,N
038965109,00010,03896510900010,O,1983-04-08,,,2024-03-30T06:24:02,true,3,,68,AVENUE,KLEBER,75016,PARIS,75116,751165159_B,647946.4624869025,6863318.568109026,2008-09-24,A,,68.20B,NAFRev2,O
038965448,00012,03896544800012,O,2025-04-19,,,2025-02-11T02:27:40,true,3,,9,RUE,D'ANJOU,75008,PARIS,75108,751080351_B,650168.2530006826,6863521.873222482,2008-01-01,A,,68.20B,NAFRev2,N
038965844,00012,03896584400012,O,1988-11-02,01,2022,2024-03-30T13:27:18,true,2,,4,RUE,DE SAVOIE,75006,PARIS,75106,751068861_B,651715.6489311376,6861786.399190439,2008-01-01,A,,81.10Z,NAFRev2,O
038970307,00013,03897030700013,O,2015-02-24,01,2022,2024-03-30T06:58:18,true,2,GRATADE ET BROSSE,70,RUE,CORTAMBERT,75016,PARIS,75116,751162347_B,646977.6361760237,6862410.6197431125,2008-01-01,A,,81.10Z,NAFRev2,O
038970471,00017,03897047100017,O,2014-06-28,,,2024-03-30T06:09:14,true,3,,20,RUE,SAINT-NICOLAS,75012,PARIS,75112,751128714_B,654110.5694673482,6861420.998171311,2016-06-29,A,,81.10Z,NAFRev2,N
038975785,00015,03897578500015,O,1983-10-01,01,2022,2024-03-30T15:32:01,true,2,,22,RUE,DE CONSTANTINOPLE,75008,PARIS,75108,751082289_B,650051.8071171885,6864717.9535298245,2008-01-01,A,,81.10Z,NAFRev2,O
038976080,00010,03897608000010,O,2011-07-22,01,2022,2024-03-30T06:48:45,true,2,,79,BOULEVARD,DU MONTPARNASSE,75006,PARIS,75106,751066522_B,650488.7847616988,6860606.264400372,2008-01-01,A,,81.10Z,NAFRev2,O
