siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,codeCommuneEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
026980391,00028,02698039100028,O,1989-08-05,,,2024-03-30T04:32:55,false,3,,64,AVENUE,DE PARIS,79000,NIORT,79191,791913990_B,435631.30725945707,6587020.947541368,2008-01-01,A,,68.20A,NAFRev2,N
032500704,00013,03250070400013,O,2018-01-27,01,2022,2024-03-30T18:00:27,true,2,,,RUE,DE LEYBARDIE,33300,BORDEAUX,33063,330635470_B,418466.1925175087,6424414.750668339,2008-01-01,A,,81.10Z,NAFRev2,O
032725848,00017,03272584800017,O,1982-04-28,00,2022,2024-03-30T13:43:21,true,4,,20,AVENUE,VICTOR HUGO,33110,LE BOUSCAT,33069,330691700_B,416464.5519541164,6424906.551593786,2023-10-01,A,,81.10Z,NAFRev2,O
032725988,00011,03272598800011,O,1997-10-26,,,2024-03-30T16:07:50,true,2,,54,RUE,FONDAUDEGE,33000,BORDEAUX,33063,330633570_B,417146.1032453854,6422863.810242208,2008-01-01,A,,81.10Z,NAFRev2,N
033126780,00015,03312678000015,O,1986-02-04,,,2024-03-30T14:58:29,true,2,,,RUE,VALETTE,24100,BERGERAC,24037,240374660_B,500636.1935785103,6420676.489202673,2008-01-01,A,,81.10Z,NAFRev2,N
033442229,00010,03344222900010,O,2014-01-20,,,2024-03-30T10:58:46,true,3,,,RUE,PAUL JEAN TOULET,64100,BAYONNE,64102,641021241_B,336360.4922608206,6274582.3751759175,2013-07-31,A,,81.10Z,NAFRev2,N
033442468,00014,03344246800014,O,2010-01-01,,,2024-03-30T01:04:09,true,3,,10,AVENUE,DE BEYRIS,64100,BAYONNE,64102,641020342_B,336093.7490444527,6275241.739002691,2008-01-01,A,,81.10Z,NAFRev2,N
033515156,00017,03351515600017,O,2022-12-26,01,2022,2024-03-30T09:10:30,true,2,,9,IMP,DE BOUNEY,64600,ANGLET,64024,640240309_C,,,2008-01-01,A,,81.10Z,NAFRev2,O
033581810,00018,03358181000018,O,1996-08-23,01,2022,2024-03-29T23:34:02,true,3,,10,RUE,JACQUES TERRIER,64000,PAU,64445,644452130_B,425534.71794732474,6249227.581136947,2008-01-01,A,,81.10Z,NAFRev2,O
033582065,00018,03358206500018,O,1983-01-06,01,2022,2024-03-30T14:23:27,true,3,,1,PLACE,JULES GOIS,64140,BILLERE,64129,641290440_B,425422.0915420769,6252045.116216556,2023-09-30,A,,81.10Z,NAFRev2,N
036820348,00039,03682034800039,O,1983-07-13,,,2025-01-20T02:34:53,false,4,GOLFE JUAN,8,RUE,LOUIS CHABRIER,06220,VALLAURIS,06155,061550553_C,,,2008-01-01,A,,47.64Z,NAFRev2,O
037872306,00016,03787230600016,O,1990-04-19,,,2024-03-30T06:58:03,true,3,,3,RUE,PAUL COLLOMP,67000,STRASBOURG,67482,674824970_B,1050306.211589716,6841196.831038952,2008-10-19,A,,81.10Z,NAFRev2,N
037872520,00012,03787252000012,O,2007-08-14,,,2024-03-30T09:13:23,true,3,,83,ROUTE,DE SCHIRMECK,67200,STRASBOURG,67482,674826290_B,1047719.1995796044,6840647.753830245,2008-01-01,A,,81.10Z,NAFRev2,N
038418554,00010,03841855400010,O,1981-12-09,,,2024-03-30T09:51:05,true,2,,,RUE,DU TILLEUL,68100,MULHOUSE,68224,682247200_B,1024979.9665878906,6747939.374403956,2008-01-01,A,,81.10Z,NAFRev2,O
038419222,00013,03841922200013,O,1997-06-22,01,2022,2024-03-30T11:31:48,true,2,,4,BOULEVARD,SAINT PIERRE,68000,COLMAR,68066,680663780_B,1024491.9594366334,6783656.88075734,2008-01-01,A,,81.10Z,NAFRev2,O
038585014,00020,03858501400020,O,2017-03-17,,,2024-03-30T11:34:33,true,4,,6,RUE,POINCARE,67800,BISCHHEIM,67043,670430785_B,1048531.7383799292,6845298.633102644,2008-01-01,A,,81.10Z,NAFRev2,O
038594123,00010,03859412300010,O,2014-10-21,,,2024-03-30T04:25:10,true,3,,34,RUE,DES VOSGES,67120,MOLSHEIM,67300,673000760_B,1031265.3083938389,6836145.722404466,2014-12-31,A,,81.10Z,NAFRev2,N
038694204,00017,03869420400017,O,2018-12-03,,,2024-03-30T06:32:51,true,2,EP PAR,3,RUE,MERIMEE,75016,PARIS,75116,751166276_B,647165.1361088518,6863427.72468924,2008-01-01,A,,81.10Z,NAFRev2,O
038703799,00015,03870379900015,O,1982-01-21,01,2022,2024-03-29T23:24:26,true,2,P PAR SA MARCADET,50,AVENUE,D’ARGENTEUIL,92600,ASNIERES-SUR-SEINE,92004,920040130_B,647580.8098175057,6868264.947540586,2008-01-01,A,,81.10Z,NAFRev2,O
038719100,00018,03871910000018,O,1991-01-11,,,2024-03-30T06:05:51,true,2,,10,RUE,DE LISBONNE,75008,PARIS,75108,751085708_B,649904.3369763673,6864423.7651353665,2008-01-01,A,,81.10Z,NAFRev2,N
038722971,00017,03872297100017,O,2009-07-23,01,2022,2024-03-30T05:31:25,true,2,,22,RUE,DU DISQUE,75013,PARIS,75113,751132804_B,653455.431414622,6858427.02604684,2008-01-01,A,,81.10Z,NAFRev2,O
038726949,00019,03872694900019,O,2001-05-13,,,2024-03-30T14:07:16,true,2,RIS REP PAR SARL SAB,181,RUE,D'ALESIA,75014,PARIS,75114,751140143_B,649855.0702940016,6859220.635718097,2008-01-01,A,,81.10Z,NAFRev2,O
038727004,00012,03872700400012,O,1981-10-09,01,2022,2024-03-30T14:38:47,true,3,M. NORBER ALEXANDRA,157,BOULEVARD,BRUNE,75014,PARIS,75114,751141333_B,650147.1834144393,6858478.549714433,2008-01-01,A,,81.10Z,NAFRev2,O
038731444,00014,03873144400014,O,2013-08-04,01,2022,2024-03-29T23:35:17,true,2,,7,RUE,GEORGES CITERNE,75015,PARIS,75115,751154125_B,647852.7363324158,6861226.855253678,2008-01-01,A,,81.10Z,NAFRev2,O
038732715,00016,03873271500016,O,2006-10-30,01,2022,2024-03-30T16:59:36,true,2,,15,AVENUE,FELIX FAURE,75015,PARIS,75115,751153553_B,647965.4784202938,6860477.031704487,2008-01-01,A,,81.10Z,NAFRev2,O
038744363,00011,03874436300011,O,2023-04-19,01,2022,2024-03-30T09:24:42,true,2,,6,BOULEVARD,DE CLICHY,75018,PARIS,75118,751182113_B,651525.5113746293,6864905.70365849,2008-01-01,A,,81.10Z,NAFRev2,O
038745121,00012,03874512100012,O,2024-08-18,,,2024-03-30T04:10:23,true,3,RIS REP PAR,31,RUE,SAINT-GEORGES,75009,PARIS,75109,751098617_B,651373.684825479,6864266.568704046,2013-12-31,A,,81.10Z,NAFRev2,N
038745188,00011,03874518800011,O,1996-01-30,,,2024-03-30T04:08:48,true,2,,55,RUE,MARCADET,75018,PARIS,75118,751185995_B,652346.3100159776,6865802.961332741,2008-01-01,A,,81.10Z,NAFRev2,O
038747010,00015,03874701000015,O,2008-01-09,,,2024-03-30T10:52:37,true,2,P PAR SARL FGL,12,RUE,MANUEL,75009,PARIS,75109,751095981_B,651608.6141258519,6864467.876335274,2008-01-01,A,,81.10Z,NAFRev2,N
038748539,00012,03874853900012,O,1982-08-27,01,2022,2024-03-30T04:36:08,true,2,,66,AVENUE,SECRETAN,75019,PARIS,75119,751198896_B,654233.5465308374,6864613.449403713,2008-01-01,A,,81.10Z,NAFRev2,O
038753141,00019,03875314100019,O,2005-10-03,01,2022,2024-03-30T08:34:16,true,2,,27,RUE,DU CLOS,75020,PARIS,75120,751202135_B,656498.917836417,6862096.894756045,2008-01-01,A,,81.10Z,NAFRev2,O
038765186,00010,03876518600010,O,2008-07-27,,,2024-03-30T04:41:46,true,3,RIS REP PAR,17,RUE,VICTOR MASSE,75009,PARIS,75109,751099775_B,651499.8308201283,6864720.434722654,2008-01-01,A,,81.10Z,NAFRev2,N
038771606,00019,03877160600019,O,2024-03-22,,,2024-03-22T15:40:57,true,2,I 78 ST GERMAIN EN L,17,RUE,MAL GALLIENI,78100,SAINT-GERMAIN-EN-LAYE,78551,,,,2008-01-01,A,,81.10Z,NAFRev2,N
038787313,00014,03878731300014,O,1987-08-17,01,2022,2024-03-30T07:34:40,true,2,,2,RUE,DU GROS CHENE,92370,CHAVILLE,92022,920220520_B,640725.1146207465,6856983.566393337,2008-01-01,A,,81.10Z,NAFRev2,O
038790457,00014,03879045700014,O,2016-02-20,,,2024-03-30T15:11:32,true,3,E 92 COURBEVOIE REP,20,RUE,EDGAR QUINET,92400,COURBEVOIE,92026,920263110_B,646352.6545917151,6867462.069819873,2008-01-01,A,,81.10Z,NAFRev2,O
038809406,00010,03880940600010,O,1989-05-15,,,2024-03-30T07:52:48,true,2,93 MONTREUIL REP PA,45,BOULEVARD,HENRI BARBUSSE,93230,ROMAINVILLE,93063,930634420_B,659013.5640111504,6864745.001973255,2008-01-01,A,,81.10Z,NAFRev2,O
038813655,00016,03881365500016,O,1999-01-23,,,2024-03-30T15:26:59,true,2,T DENIS  REP PAR,22,BOULEVARD,CARNOT,93200,SAINT-DENIS,93066,930661424_B,652545.9171171791,6871131.136261508,2008-01-01,A,,81.10Z,NAFRev2,O
038819306,00010,03881930600010,O,1999-03-02,,,2024-03-30T06:33:30,true,2,,9,RUE,D'ALSACE-LORRAINE,94600,CHOISY-LE-ROI,94022,940220045_B,657454.1724425091,6852177.2185697965,2008-01-01,A,,81.10Z,NAFRev2,N
038828323,00014,03882832300014,O,2019-08-21,,,2024-03-30T14:48:43,true,3,,87,AVENUE,DU BAC,94210,SAINT-MAUR-DES-FOSSES,94068,940680605_B,664416.8830566001,6854902.530307047,2008-01-01,A,,81.10Z,NAFRev2,N
038832507,00016,03883250700016,O,2019-11-09,,,2024-03-30T16:29:16,true,3,,70,RUE,JULES LAGAISSE,94400,VITRY-SUR-SEINE,94081,940814790_B,654504.8889549641,6855493.294453034,2009-12-31,A,,81.10Z,NAFRev2,N
038833323,00017,03883332300017,O,1983-07-16,,,2024-03-30T15:08:58,true,3,,82,BOULEVARD,HELOISE,95100,ARGENTEUIL,95018,950182550_B,644889.8323978491,6871284.753111291,2008-01-01,A,,81.10Z,NAFRev2,O
038834248,00015,03883424800015,O,2011-06-22,01,2022,2024-03-30T11:57:36,true,2,,,AVENUE,DE LA RENAISSANCE,95440,ECOUEN,95205,952050425_B,654435.0959535565,6880741.394279793,2008-01-01,A,,81.10Z,NAFRev2,O
038847109,00014,03884710900014,O,1982-04-18,01,2022,2024-03-30T06:22:27,true,2,,,RUE,NUNGESSER ET COLI,91170,VIRY-CHATILLON,91687,916873070_B,653581.7301506666,6841710.22649872,2008-01-01,A,,81.10Z,NAFRev2,O
038849626,00015,03884962600015,O,2001-09-03,,,2024-03-30T10:20:30,true,2,URESNES REP PAR SARL,12,RUE,HERVET,92500,RUEIL-MALMAISON,92063,920631870_B,639837.2941385079,6864409.7304198565,2008-01-01,A,,81.10Z,NAFRev2,N
038860235,00019,03886023500019,O,1984-10-19,,,2024-03-30T02:01:32,true,2,COLOMBES 92 REP PAR,6,RUE,DU TINTORET,92600,ASNIERES-SUR-SEINE,92004,920049135_B,646336.0159162305,6867620.468411925,2008-01-01,A,,81.10Z,NAFRev2,O
038861084,00010,03886108400010,O,2016-11-13,,,2024-03-30T06:37:36,true,4,ILLIERS REP PAR,2,BOULEVARD,DE LA GARE,95210,SAINT-GRATIEN,95555,955550420_B,647528.9365674173,6874154.989906515,2008-02-03,A,,81.10Z,NAFRev2,O
038873295,00018,03887329500018,O,2018-11-06,,,2024-03-29T23:12:14,true,3,LLE RETRAITES SALARI,5,RUE,VAN GOGH,75012,PARIS,75112,751129589_B,653850.9894147296,6860616.543373678,2014-12-31,A,,68.32A,NAFRev2,N
038878658,00012,03887865800012,O,1984-06-14,,,2024-03-30T19:23:13,true,2,,,AVENUE,DE LA COMMUNE DE PARIS,95140,GARGES-LES-GONESSE,95268,952680139_B,656010.2105626574,6874724.359887749,2008-01-01,A,,81.10Z,NAFRev2,O
038883526,00014,03888352600014,O,2013-03-12,,,2024-03-30T09:14:28,true,2,,8,RUE,PIERRE BROSSOLETTE,78220,VIROFLAY,78686,786861035_B,639314.9494309357,6856360.442636849,2008-01-01,A,,81.10Z,NAFRev2,O
038884672,00015,03888467200015,O,1999-09-05,01,2022,2024-03-30T17:01:54,true,2,,63,AVENUE,FAIDHERBE,92600,ASNIERES-SUR-SEINE,92004,920043515_B,646520.4754361262,6867916.123076474,2008-01-01,A,,81.10Z,NAFRev2,O
038888210,00010,03888821000010,O,2018-05-17,,,2025-01-27T02:08:20,true,2,,109,RUE,DE LONGCHAMP,92200,NEUILLY-SUR-SEINE,92051,920515160_B,645145.8737489849,6864493.459816227,2008-01-01,A,,81.10Z,NAFRev2,O
038890612,00013,03889061200013,O,2013-12-27,,,2024-03-30T11:00:57,true,3,P PAR,29,RUE,CAMBACERES,75008,PARIS,75108,751081443_B,649949.0607416667,6863971.901963415,2013-07-31,A,,81.10Z,NAFRev2,N
038894341,00015,03889434100015,O,1986-06-03,,,2024-03-30T16:09:49,true,3,,2,RUE,LOUIS ROUSSEAU,94200,IVRY-SUR-SEINE,94041,940415170_B,654764.3021095394,6857013.2787024155,2012-06-30,A,,81.10Z,NAFRev2,N
038902649,00011,03890264900011,O,1993-11-01,,,2024-03-30T02:44:24,true,2,95 ERMONT REP PAR,2,BOULEVARD,DE LA GARE,95210,SAINT-GRATIEN,95555,955550420_B,647528.9365674173,6874154.989906515,2008-01-01,A,,81.10Z,NAFRev2,O
038906103,00015,03890610300015,O,2015-03-02,,,2024-03-30T06:00:41,true,2,IL ESSONNES REP PAR,127,RUE,FERAY,91100,CORBEIL-ESSONNES,91174,911741700_B,660767.788583346,6833978.102219377,2008-01-01,A,,81.10Z,NAFRev2,N
038911822,00013,03891182200013,O,2010-05-05,01,2022,2024-03-30T16:26:13,true,2,IL REP PAR,94,RUE,DU GENERAL LECLERC,94000,CRETEIL,94028,940284137_B,660829.6339782146,6854406.4937249245,2008-01-01,A,,81.10Z,NAFRev2,O
038913026,00019,03891302600019,O,2002-09-07,,,2024-03-30T12:34:17,true,2,REP PAR MR PASSET CL,323,RUE,SAINT-MARTIN,75003,PARIS,75103,751038694_B,652650.7228570272,6863240.617285302,2008-01-01,A,,81.10Z,NAFRev2,O
038914248,00018,03891424800018,O,2014-08-20,,,2025-02-10T02:16:20,true,2,,32,AVENUE,CORNEILLE,78600,MAISONS-LAFFITTE,78358,783580540_B,638436.1854132579,6873201.496672473,2008-01-01,A,,81.10Z,NAFRev2,O
038914701,00016,03891470100016,O,2015-06-03,,,2024-03-30T17:44:44,true,2,,8,RUE,ALLARD,94160,SAINT-MANDE,94067,940670035_B,657183.4320654687,6860250.034497844,2008-01-01,A,,81.10Z,NAFRev2,N
038915138,00010,03891513800010,O,2004-07-04,,,2024-03-30T13:19:08,true,3,E 92 REP PAR,10,RUE,DE L'ABBE GREGOIRE,92130,ISSY-LES-MOULINEAUX,92040,920400010_B,646782.0142402058,6858261.164734988,2008-01-01,A,,81.10Z,NAFRev2,N
038926838,00012,03892683800012,O,2001-07-01,01,2022,2024-03-30T11:13:08,true,2,,14,RUE,MONTROSIER,92200,NEUILLY-SUR-SEINE,92051,920516190_B,647122.2236169414,6864681.356410339,2008-01-01,A,,81.10Z,NAFRev2,O
038931812,00010,03893181200010,O,1992-10-24,,,2024-03-29T23:35:10,true,2,THERESE,11,BOULEVARD,VOLTAIRE,92130,ISSY-LES-MOULINEAUX,92040,920409680_B,647138.9643384129,6858731.484599293,2008-01-01,A,,81.10Z,NAFRev2,N
038937769,00016,03893776900016,O,2024-06-30,01,2022,2024-03-30T00:50:45,true,2,,39,RUE,ANATOLE FRANCE,93130,NOISY-LE-SEC,93053,930530045_B,659707.7154902557,6865490.845399315,2008-01-01,A,,81.10Z,NAFRev2,O
038942876,00012,03894287600012,O,1985-09-03,,,2024-03-29T23:26:15,true,2,,276,RUE,DU GENERAL LECLERC,95120,ERMONT,95219,952190905_B,646663.0044532487,6876052.845664873,2008-01-01,A,,81.10Z,NAFRev2,N
038951059,00013,03895105900013,O,2006-06-26,NN,2022,2024-03-30T19:02:22,true,6,355 A 357,355,RUE,LECOURBE,75015,PARIS,75115,751155456_B,647351.6612216311,6859830.844931647,2023-03-31,A,,68.20A,NAFRev2,N
