siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,codeCommuneEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
017408659,00013,01740865900013,O,1995-01-31,,,2024-03-30T15:44:09,true,2,,77,RUE,LOUIS ROUSTAN,34200,SETE,34301,343011106_B,756053.8529217654,6257413.099378735,2008-01-01,A,,81.10Z,NAFRev2,N
019673193,00017,01967319300017,O,2023-09-29,,,2024-03-30T04:47:47,true,2,,,RES,LA MEYNIERE,04100,MANOSQUE,04112,04112A040_C,,,2008-01-01,A,,81.10Z,NAFRev2,O
019760123,00018,01976012300018,O,2013-01-11,,,2024-03-30T04:39:50,true,2,,17,AVENUE,DE GRASSE,06400,CANNES,06029,060291560_B,1024454.815296669,6281103.135862843,2008-01-01,A,,81.10Z,NAFRev2,N
019766872,00014,01976687200014,O,2020-08-15,,,2024-03-29T22:48:37,true,2,LE 5 ET 3,3,RUE,HENRY DE CESSOLE,06100,NICE,06088,060883210_B,1042744.4381697949,6299539.509124544,2008-01-01,A,,81.10Z,NAFRev2,N
019784222,00010,01978422200010,O,2014-04-17,,,2024-03-30T11:33:21,true,3,,32,BOULEVARD,VICTOR HUGO,06000,NICE,06088,060886655_B,1043537.949161312,6298172.134697752,2008-01-01,A,,81.10Z,NAFRev2,N
019785690,00017,01978569000017,O,2000-09-17,01,2022,2024-03-30T09:38:32,true,4,,2,AV,DU PARC LISERB,06000,NICE,06088,060884750_C,,,2017-09-01,A,,81.10Z,NAFRev2,O
019788678,00019,01978867800019,O,1992-11-04,,,2024-03-30T17:38:34,true,3,,11,AVENUE,ERNEST LAIROLLE,06100,NICE,06088,060882305_B,1043083.3562361856,6300750.413407826,2008-01-01,A,,81.10Z,NAFRev2,N
019788942,00019,01978894200019,O,2019-02-15,,,2024-03-30T14:09:48,true,2,,10,AVENUE,DU PROFESSEUR LANGEVIN,06240,BEAUSOLEIL,06012,060120540_B,1056032.892097301,6303614.839400724,2008-01-01,A,,81.10Z,NAFRev2,N
019809094,00014,01980909400014,O,1980-08-03,,,2024-03-30T01:40:45,true,3,,91,BOULEVARD,CARNOT,06400,CANNES,06029,060290600_B,1024486.9616659551,6281927.965126309,2016-12-31,A,,81.10Z,NAFRev2,N
019823111,00018,01982311100018,O,1991-11-01,,,2024-03-30T03:02:02,true,3,,,BOULEVARD,ERIC TABARLY,06270,VILLENEUVE-LOUBET,06161,061610743_B,1034008.625039055,6290902.489124993,2016-12-31,A,,81.10Z,NAFRev2,N
019827377,00011,01982737700011,O,1988-01-26,00,2022,2024-03-30T00:28:51,true,4,,34,RUE,CAFFARELLI,06000,NICE,06088,060881005_B,1042695.8529914046,6298153.953227152,2023-04-01,A,,81.10Z,NAFRev2,O
019827393,00018,01982739300018,O,1984-03-17,01,2022,2024-03-30T04:08:10,true,2,,17,AVENUE,VALDILETTA,06100,NICE,06088,060886520_B,1042679.3824303513,6300115.727378354,2008-01-01,A,,81.10Z,NAFRev2,O
019839182,00011,01983918200011,O,1998-10-11,,,2024-03-30T03:45:32,true,3,,,CHEMIN,DU VAL FLEURI,06800,CAGNES-SUR-MER,06027,060273330_B,1036189.9637788725,6294131.935825652,2008-01-01,A,,81.10Z,NAFRev2,N
019840545,00016,01984054500016,O,2023-11-15,,,2024-03-30T10:00:20,true,3,,,CHEMIN,DU CROUTON,06160,ANTIBES,06004,060040860_B,1032833.2423436181,6282675.880394841,2008-01-01,A,,81.10Z,NAFRev2,N
019906494,00018,01990649400018,O,2013-07-22,,,2024-03-30T09:14:41,true,2,,19,RUE,BARLA,06300,NICE,06088,060880610_B,1045170.5585190721,6298561.066898312,2008-01-01,A,,81.10Z,NAFRev2,N
021008180,00016,02100818000016,O,2013-05-14,00,2022,2024-03-30T04:46:17,true,3,,,RES,CAPET D AZUR,83120,SAINTE MAXIME,83115,83115A035_C,,,2022-12-31,A,,81.10Z,NAFRev2,N
021513643,00011,02151364300011,O,1984-01-24,,,2024-03-30T02:43:45,true,3,PRO PARC COROT BLOC H,130,AVENUE,COROT,13013,MARSEILLE,13213,132132566_B,895084.6655834733,6250188.146487634,2010-06-30,A,,81.10Z,NAFRev2,N
024053472,00015,02405347200015,O,1995-07-11,,,2024-03-22T15:40:57,true,2,,70,RUE,DES REFUGIES -LABATTOIR,97615,PAMANDZI,97615,,,,2008-01-01,A,,47.11B,NAFRev2,N
024065005,00019,02406500500019,O,2007-08-10,,,2025-02-15T02:26:08,true,3,POROANI LOT 03,4,RUE,DU CIMETIERE,97620,CHIRONGUI,97606,976060298_B,515192.6724803128,8574587.314833567,2012-10-16,A,ROYAL EUROS,47.11B,NAFRev2,N
024082430,00018,02408243000018,O,2025-04-04,,,2024-03-30T07:44:20,true,2,,71,RUE,SARAHANGUE,97600,MAMOUDZOU,97611,976115750_B,524506.4111865156,8587047.338600682,2008-01-01,A,,41.20B,NAFRev2,O
024082703,00018,02408270300018,O,2005-09-11,,,2024-03-22T15:40:57,true,2,,,QUA,LOTISSEMENT,97620,CHIRONGUI,97606,,,,2008-01-01,A,,43.99C,NAFRev2,N
024084881,00010,02408488100010,O,1981-12-17,,,2024-03-22T15:40:57,true,2,,23,RUE,BAMBAO -LABATTOIR,97615,PAMANDZI,97615,,,,2008-01-01,A,,47.11B,NAFRev2,N
024085508,00018,02408550800018,O,2002-09-21,,,2025-02-03T02:50:03,true,2,QUARTIER HAMASSANE,21,RUE,ECOLE BAOBAB QUA HAMASSANE,97600,KOUNGOU,97610,,,,2008-01-01,A,,47.11B,NAFRev2,O
024085839,00025,02408583900025,O,1986-08-18,,,2024-03-30T11:31:00,true,1,QUARTIER HAMOINAMANGA,3,RUE,ABDOU MOUSSA,97620,BOUENI,97604,976040006_B,508774.09270499996,8572771.386703933,2021-10-28,A,,47.11B,NAFRev2,N
032721714,00015,03272171400015,O,1998-07-15,01,2022,2025-01-26T03:06:35,true,2,,24,RUE,STEHELIN,33000,BORDEAUX,33063,33063p5ah_B,413928.42596720724,6423727.265999613,2008-01-01,A,,81.10Z,NAFRev2,O
032726614,00012,03272661400012,O,1989-12-27,,,2025-02-06T02:12:37,true,5,,,AVENUE,DU GENERAL DE GAULLE,33510,ANDERNOS-LES-BAINS,33005,330050346_B,375593.0313574011,6413084.405024182,2008-01-01,A,,81.10Z,NAFRev2,N
035210186,00017,03521018600017,O,2015-01-27,,,2024-03-30T04:12:59,true,3,,70,RUE,LOUIS VITET,31400,TOULOUSE,31555,315555412_B,575513.2639322176,6278802.827616822,2013-06-30,A,,81.10Z,NAFRev2,N
037869237,00018,03786923700018,O,1984-09-10,,,2024-03-30T01:08:56,true,2,,231,ROUTE,DE SCHIRMECK,67200,STRASBOURG,67482,674826290_B,1046893.9153300147,6839539.825601539,2008-01-01,A,,81.10Z,NAFRev2,N
038418190,00013,03841819000013,O,1989-05-17,01,2022,2024-03-30T04:40:35,true,2,93-95,,RUE,DU LADHOF,68000,COLMAR,68066,680662310_B,1025366.8707388393,6786013.962031901,2008-01-01,A,,81.10Z,NAFRev2,O
038424495,00018,03842449500018,O,2021-11-12,01,2022,2024-03-30T08:22:04,true,2,8-10,8,RUE,NEPPERT,68100,MULHOUSE,68224,682245250_B,1024835.0892105928,6748198.129541291,2008-01-01,A,,81.10Z,NAFRev2,O
038429494,00016,03842949400016,O,2001-07-22,01,2022,2024-03-30T08:47:41,true,2,,1,RUE,D'EISENSTADT,68000,COLMAR,68066,680661111_B,1021892.6873119082,6783652.602481549,2008-01-01,A,,81.10Z,NAFRev2,O
038429833,00015,03842983300015,O,2014-11-17,NN,2022,2024-03-30T11:56:08,true,2,,19,AVENUE,DE COLMAR,68200,MULHOUSE,68224,682241750_B,1024883.5560512575,6747910.370379883,2008-01-01,A,,81.10Z,NAFRev2,O
038638466,00011,03863846600011,O,2003-09-19,,,2024-03-22T15:40:57,true,3,,209,RUE,DE LORRAINE,88150,THAON-LES-VOSGES,88465,,,,2008-12-31,A,,81.10Z,NAFRev2,N
038687877,00019,03868787700019,O,1983-02-06,,,2024-03-29T22:53:33,true,3,003 PARIS REP PAR,9,RUE,JEAN FERRANDI,75006,PARIS,75106,751064887_B,650366.614894,6860961.363759376,2008-01-01,A,,81.10Z,NAFRev2,N
038691671,00010,03869167100010,O,1993-03-07,,,2024-03-30T17:27:31,true,2,,5,RUE,BERTHOLLET,75005,PARIS,75105,751050916_B,651999.2251779665,6860169.672142171,2008-01-01,A,,81.10Z,NAFRev2,N
038693354,00011,03869335400011,O,1994-05-30,01,2022,2024-03-30T03:23:28,true,2,,9,RUE,SOUFFLOT,75005,PARIS,75105,751059041_B,651784.943692328,6860942.716952683,2008-01-01,A,,81.10Z,NAFRev2,O
038696639,00012,03869663900012,O,1981-07-19,01,2022,2024-03-30T01:34:18,true,2,75006 PARIS REP PAR,32,AVENUE,DE WAGRAM,75008,PARIS,75108,751089933_B,648475.9547068749,6864313.308416906,2008-01-01,A,,81.10Z,NAFRev2,O
038711057,00018,03871105700018,O,2022-10-01,,,2024-03-30T18:37:12,true,3,,17,BOULEVARD,DE COURCELLES,75008,PARIS,75108,751082386_B,649759.3060763588,6864767.522114925,2008-01-01,A,,81.10Z,NAFRev2,N
038718482,00011,03871848200011,O,2017-05-21,,,2024-03-30T16:13:34,true,2,12 PARIS REP PAR,100,RUE,DE BELLEVILLE,75020,PARIS,75120,751200833_B,654980.9926970446,6863982.088112243,2008-01-01,A,,81.10Z,NAFRev2,N
038721221,00018,03872122100018,O,2013-12-17,,,2024-03-30T11:31:21,true,2,,168,AVENUE,D'ITALIE,75013,PARIS,75113,751134754_B,652901.5435654563,6858093.3546420615,2008-01-01,A,,81.10Z,NAFRev2,N
038727731,00010,03872773100010,O,2008-03-04,,,2024-03-30T03:15:27,true,2,REP PAR SA GARNIER,76,BOULEVARD,DE PICPUS,75012,PARIS,75112,751127401_B,656109.0112394406,6860789.926633031,2008-01-01,A,,81.10Z,NAFRev2,N
038731048,00013,03873104800013,O,2011-12-19,,,2024-03-29T23:58:51,true,2,PAR SA PROPRI GESTIO,17,RUE,JULES GUESDE,93140,BONDY,93010,930104775_B,661515.3718930341,6867251.989327545,2008-01-01,A,,81.10Z,NAFRev2,O
038732319,00017,03873231900017,O,2025-11-26,,,2024-03-30T07:46:26,true,3,,130,RUE,DE LA CROIX NIVERT,75015,PARIS,75115,751152459_B,648099.7931502518,6860427.678507852,2019-12-31,A,,81.10Z,NAFRev2,N
038732376,00017,03873237600017,O,2006-07-13,01,2022,2024-03-30T00:47:25,true,2,,3,RUE,FOURCADE,75015,PARIS,75115,751153765_B,648457.9390666771,6859953.448558776,2008-01-01,A,,81.10Z,NAFRev2,O
038732665,00013,03873266500013,O,1993-08-14,01,2022,2025-02-22T05:20:11,true,2,,74,RUE,SEBASTIEN MERCIER,75015,PARIS,75115,751158892_B,647299.0077247646,6860554.888315421,2008-01-01,A,,81.10Z,NAFRev2,O
038738613,00017,03873861300017,O,1996-11-08,,,2024-03-30T11:13:19,true,3,5116 PARIS REP PAR,23,RUE,SAINT-DIDIER,75016,PARIS,75116,751168527_B,647700.2735233083,6863140.97441459,2008-01-01,A,,68.20A,NAFRev2,N
038740239,00017,03874023900017,O,2011-01-03,01,2022,2024-03-30T01:17:01,true,2,,15,RUE,FOURCROY,75017,PARIS,75117,751173767_B,648430.5978033531,6864746.731338498,2008-01-01,A,,81.10Z,NAFRev2,O
038743696,00015,03874369600015,O,2003-06-22,,,2024-03-30T10:01:53,true,2,,,RUE,DAMREMONT,75018,PARIS,75118,751182534_B,651266.4007424936,6865986.093397089,2008-01-01,A,,81.10Z,NAFRev2,N
038744884,00016,03874488400016,O,1995-02-13,,,2024-03-30T18:04:46,true,3,ARIS REP PAR,17,BOULEVARD,MALESHERBES,75008,PARIS,75108,751085951_B,650247.1654334476,6863750.045563211,2008-12-31,A,,81.10Z,NAFRev2,N
038745469,00015,03874546900015,O,2023-02-18,,,2024-03-30T01:00:32,true,2,,217,RUE,DU FAUBOURG SAINT-HONORE,75008,PARIS,75108,751083518_B,648724.4497150482,6864312.326152796,2008-01-01,A,,81.10Z,NAFRev2,O
038755088,00010,03875508800010,O,1994-09-12,,,2024-03-30T06:04:54,true,4,75020 PARIS REP PAR,54,AVENUE,PHILIPPE-AUGUSTE,75011,PARIS,75111,751117380_B,655482.2831132002,6861606.227310934,2008-07-20,A,,81.10Z,NAFRev2,O
038756763,00017,03875676300017,O,1992-12-19,01,2022,2024-03-30T00:29:02,true,2,RIS REP PAR,1,RUE,VIALA,75015,PARIS,75115,751159729_B,648053.6653998366,6861406.30449759,2008-01-01,A,,81.10Z,NAFRev2,O
038793014,00010,03879301400010,O,1982-08-31,,,2024-03-30T10:50:21,true,2,SEPTEMBRE 92 ISSY L,10,RUE,CLAUDE MATRAT,92130,ISSY-LES-MOULINEAUX,92040,920401465_B,647430.7372172356,6858934.433957153,2008-01-01,A,,81.10Z,NAFRev2,N
038810768,00010,03881076800010,O,1986-06-17,,,2024-03-29T23:49:51,true,2,COCHU 93 NOISY LE S,45,BOULEVARD,HENRI BARBUSSE,93230,ROMAINVILLE,93063,930634420_B,659013.5640111504,6864745.001973255,2008-01-01,A,,81.10Z,NAFRev2,N
038818282,00014,03881828200014,O,1999-07-23,01,2022,2024-03-30T02:02:38,true,2,,19,AV,DU MAL DE LATTRE DE TASSIGNY,94220,CHARENTON-LE-PONT,94018,940186137_B,657387.9363102629,6858045.522685841,2008-01-01,A,,81.10Z,NAFRev2,O
038824256,00010,03882425600010,O,2005-01-13,,,2024-03-30T03:55:30,true,2,,6,RUE,DE COLMAR,94170,LE PERREUX-SUR-MARNE,94058,940581475_B,662932.6730497398,6860139.134119903,2008-01-01,A,,81.10Z,NAFRev2,N
038827127,00010,03882712700010,O,2019-12-01,01,2022,2024-03-30T04:28:11,true,2,,85,BOULEVARD,DE LA MARNE,94100,SAINT-MAUR-DES-FOSSES,94068,940686200_B,663908.1202635324,6854580.218190565,2008-01-01,A,,81.10Z,NAFRev2,O
038827358,00011,03882735800011,O,2019-08-01,,,2024-03-30T03:37:07,true,2,,150,BOULEVARD,DE CRETEIL,94100,SAINT-MAUR-DES-FOSSES,94068,940681680_B,662612.2313854403,6855438.815288653,2008-01-01,A,,81.10Z,NAFRev2,O
038831012,00018,03883101200018,O,2002-05-07,,,2024-03-30T10:53:55,true,3,,10,RUE,GEORGES HUCHON,94300,VINCENNES,94080,940804125_B,657566.3154765884,6861007.248263804,2008-01-01,A,,81.10Z,NAFRev2,N
038833901,00010,03883390100010,O,2009-07-06,,,2024-03-30T16:25:04,true,3,,2,RUE,MALIBRAN,95240,CORMEILLES-EN-PARISIS,95176,951760830_B,641091.2370077338,6874592.008431858,2008-01-01,A,,81.10Z,NAFRev2,O
038843769,00019,03884376900019,O,1991-07-02,,,2024-03-30T01:00:26,true,2,B1 B2,,,LES BOSQUETS,93370,MONTFERMEIL,93047,93047B002_C,,,2008-01-01,A,,81.10Z,NAFRev2,O
038846861,00011,03884686100011,O,1996-08-20,,,2024-03-30T10:05:07,true,2,,61,AVENUE,DES CHARMES,94120,FONTENAY-SOUS-BOIS,94033,940331465_B,659877.4981186921,6860770.281448795,2008-01-01,A,,81.10Z,NAFRev2,N
038846986,00016,03884698600016,O,2001-04-05,01,2022,2024-03-30T16:11:44,true,2,23 A,25,RUE,DE LA PAIX,94300,VINCENNES,94080,940807105_B,658207.1077179866,6861257.010233961,2008-01-01,A,,81.10Z,NAFRev2,O
038859328,00015,03885932800015,O,2016-03-21,01,2022,2024-03-30T14:36:47,true,2,2 LEVALLOIS PERRET,19,PLACE,DE LA REPUBLIQUE,75003,PARIS,75103,751038159_B,653227.8887024487,6863254.164802912,2008-01-01,A,,68.32A,NAFRev2,O
038860359,00017,03886035900017,O,2023-08-13,01,2022,2024-03-30T03:31:17,true,2,S REP PAR,13,RUE,ERARD,75012,PARIS,75112,751123313_B,654860.9054086881,6860816.638805935,2008-01-01,A,,81.10Z,NAFRev2,O
038866570,00013,03886657000013,O,1983-06-01,,,2024-03-30T14:24:49,true,2,INT DENIS REP PAR,36,RUE,DE LA LEGION D'HONNEUR,93200,SAINT-DENIS,93066,930665136_B,652915.7816904765,6870488.341625418,2008-01-01,A,,81.10Z,NAFRev2,N
038897963,00013,03889796300013,O,2001-04-18,,,2024-03-30T17:24:31,true,2,,26,AV,MAL LECLERC ET DE SA DIVISION,94380,BONNEUIL-SUR-MARNE,94011,94011z8c4_B,662474.5046913662,6852736.334018685,2008-01-01,A,,81.10Z,NAFRev2,O
038898540,00018,03889854000018,O,2017-08-27,,,2024-03-30T09:30:23,true,2,VILLIERS REP PAR,57,RUE,HOCHE,93500,PANTIN,93055,930554440_B,656093.4349195494,6866293.868733436,2008-01-01,A,,81.10Z,NAFRev2,N
038906632,00013,03890663200013,O,2020-07-10,01,2022,2024-03-30T01:26:04,true,2,2400 COURBEVOIE,22,RUE,DU GENERAL FOY,75008,PARIS,75108,751084041_B,649981.6789163564,6864470.2459794115,2008-01-01,A,,81.10Z,NAFRev2,O
038912085,00016,03891208500016,O,1997-06-20,02,2022,2024-03-30T06:18:57,true,2,RESIDENCE TRADITIONS,86,AVENUE,DE PARIS,78000,VERSAILLES,78646,786462180_B,637231.2764386248,6855640.832487495,2008-01-01,A,,81.10Z,NAFRev2,O
038913356,00010,03891335600010,O,2003-03-01,01,2022,2024-03-30T03:10:02,true,2,SAINT MAUR REP PAR,18,AVENUE,EMILE ZOLA,94100,SAINT-MAUR-DES-FOSSES,94068,940683150_B,662142.9937206648,6856014.496847435,2008-01-01,A,,81.10Z,NAFRev2,O
038913778,00015,03891377800015,O,1986-04-09,,,2024-03-30T00:35:02,true,3,,44,RUE,CAMILLE DESMOULINS,94600,CHOISY-LE-ROI,94022,940221410_B,657413.5187328629,6851695.2896610685,2008-01-01,A,,81.10Z,NAFRev2,N
038918538,00018,03891853800018,O,2003-01-25,01,2022,2024-03-30T03:55:26,true,2,,13,RUE,GILBERT GATOUILLAT,93600,AULNAY-SOUS-BOIS,93005,930051560_B,662964.0653203715,6870076.557212691,2008-01-01,A,,81.10Z,NAFRev2,O
038923207,00013,03892320700013,O,2001-03-07,01,2022,2024-03-30T06:28:27,true,2,EP PAR MR MARLIN DID,53,RUE,GANNERON,75018,PARIS,75118,751183944_B,650715.6753491978,6865645.026833558,2008-01-01,A,,81.10Z,NAFRev2,O
038923900,00013,03892390000013,O,2007-04-19,,,2024-03-30T16:09:21,true,2,,1091,AVENUE,GAMBETTA,94700,MAISONS-ALFORT,94046,940464120_B,659158.0644610233,6856792.194560936,2008-01-01,A,,81.10Z,NAFRev2,N
038924999,00014,03892499900014,O,2018-12-01,01,2022,2024-03-30T06:57:53,true,2,,47,AVENUE,FOCH,94300,VINCENNES,94080,940803560_B,659306.5943738358,6860791.720291615,2008-01-01,A,,81.10Z,NAFRev2,O
038930384,00011,03893038400011,O,2021-08-20,,,2024-03-30T11:40:51,true,2,92 NEUILLY SUR SEINE,31,AVENUE,DE LA MARNE,92120,MONTROUGE,92049,920496142_B,649099.8109249513,6857532.36926682,2008-01-01,A,,81.10Z,NAFRev2,N
038937025,00013,03893702500013,O,1981-02-11,01,2022,2024-03-30T12:33:52,true,2,,61,BOULEVARD,D'INKERMANN,92200,NEUILLY-SUR-SEINE,92051,920514650_B,646912.4090674389,6865715.680131252,2008-01-01,A,,81.10Z,NAFRev2,O
038940425,00010,03894042500010,O,1992-12-27,,,2024-03-30T17:46:47,true,3,,82,BOULEVARD,SAINT-DENIS,92400,COURBEVOIE,92026,920268620_B,646033.9220779609,6866700.836286111,2016-09-30,A,,81.10Z,NAFRev2,N
038943817,00015,03894381700015,O,2024-05-24,,,2024-03-29T22:59:16,true,2,92 REP PAR,1,AVENUE,JOFFRE,92250,LA GARENNE-COLOMBES,92035,920354750_B,644429.5105337114,6868047.138467378,2008-01-01,A,,81.10Z,NAFRev2,N
038948030,00010,03894803000010,O,1993-01-05,01,2022,2024-03-30T15:20:10,true,2,,10,PLACE,DU GENERAL DE GAULLE,78400,CHATOU,78146,781460790_B,638255.0839261642,6865875.483347235,2008-01-01,A,,81.10Z,NAFRev2,O
038949673,00016,03894967300016,O,1988-03-15,01,2022,2024-03-30T17:24:07,true,2,& 7 R MARTRE,24,RUE,BONNET,92110,CLICHY,92024,920240660_B,649446.5873703144,6866700.609274638,2008-01-01,A,,81.10Z,NAFRev2,O
038949749,00014,03894974900014,O,2015-01-18,01,2022,2024-03-30T09:59:11,true,2,EP PAR SNC PIERRAT E,3,RUE,CHARLES ET RENE AUFFRAY,92110,CLICHY,92024,920241436_B,648940.228850819,6867088.372585432,2008-01-01,A,,81.10Z,NAFRev2,O
038949798,00011,03894979800011,O,2016-06-04,,,2024-03-29T23:23:47,true,2,RES SUR SEINE REP PA,21,RUE,DU BOULOI,75001,PARIS,75101,751011178_B,651670.8111205357,6862850.2815312855,2008-01-01,A,,81.10Z,NAFRev2,O
038954111,00019,03895411100019,O,1981-09-11,01,2022,2024-03-30T02:50:04,true,2,NEUILLY SUR SEINE,5,RUE,PIERRE LOUVRIER,92140,CLAMART,92023,920237195_B,646261.1016285167,6856522.311878837,2008-01-01,A,,81.10Z,NAFRev2,O
038958708,00018,03895870800018,O,2019-09-23,01,2022,2025-01-17T02:55:48,true,2,,13,RUE,HENRI BOCQUILLON,75015,PARIS,75115,751154541_B,647870.1401812157,6860355.125913787,2008-01-01,A,,81.10Z,NAFRev2,O
038960027,00019,03896002700019,O,1983-10-02,01,2022,2025-02-25T05:15:05,true,2,,4,RUE,DU MARCHE ORDENER,75018,PARIS,75118,751186027_B,651209.132385073,6866229.664711368,2008-01-01,A,,81.10Z,NAFRev2,O
038961207,00016,03896120700016,O,2010-10-31,,,2024-03-30T07:02:25,true,2,,55,RUE,DES SAINTS-PERES,75006,PARIS,75106,751068767_B,650855.8443631592,6861758.600785244,2008-01-01,A,,81.10Z,NAFRev2,O
038978839,00017,03897883900017,O,1999-11-09,01,2022,2024-03-30T11:24:38,true,2,,10,AVENUE,DE VILLIERS,75017,PARIS,75117,751179841_B,649770.5030580722,6864857.720752783,2008-01-01,A,,81.10Z,NAFRev2,O
038982757,00015,03898275700015,O,1980-05-15,01,2022,2024-03-30T13:33:16,true,2,,6,RUE,SAINT-FLORENTIN,75001,PARIS,75101,751018611_B,650429.0369057211,6863247.194759072,2008-01-01,A,,81.10Z,NAFRev2,O
038984050,00013,03898405000013,O,1994-04-27,01,2022,2024-03-30T18:45:48,true,2,,106,RUE,DE MIROMESNIL,75008,PARIS,75108,751086387_B,649797.280239473,6864740.170783862,2008-01-01,A,,81.10Z,NAFRev2,O
038984134,00015,03898413400015,O,2018-06-12,01,2022,2024-03-30T13:20:51,true,2,,108,RUE,DE LA FOLIE-MERICOURT,75011,PARIS,75111,751113700_B,653684.7823127685,6863300.533364021,2008-01-01,A,,81.10Z,NAFRev2,O
038985560,00010,03898556000010,O,2017-03-09,01,2022,2024-03-30T12:07:22,true,2,,7,RUE,DU TRESOR,75004,PARIS,75104,751049434_B,652882.9023286365,6862076.024590276,2008-01-01,A,,81.10Z,NAFRev2,O
