siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,codeCommuneEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
038738845,00015,03873884500015,O,2010-05-01,01,2022,2024-03-30T14:18:10,true,2,,8,RUE,CHARLES MARIE WIDOR,75016,PARIS,75116,751161858_B,645880.6554465038,6860353.792468853,2008-01-01,A,,81.10Z,NAFRev2,O
038739744,00019,03873974400019,O,2003-04-10,01,2022,2024-03-22T15:40:57,true,2,,,,VLA AUBLET,75017,PARIS 17,75117,,,,2008-01-01,A,,81.10Z,NAFRev2,O
038740585,00013,03874058500013,O,2013-10-16,,,2024-03-30T01:21:54,true,4,,65,RUE,DULONG,75017,PARIS,75117,751172980_B,649779.3734024441,6865339.2594497455,2010-10-01,A,,81.10Z,NAFRev2,O
038752010,00017,03875201000017,O,1992-12-26,,,2024-03-30T11:12:45,true,3,,78,RUE,DES PYRENEES,75020,PARIS,75120,751207904_B,656401.0294454474,6861735.236034024,2023-03-31,A,,81.10Z,NAFRev2,N
038752143,00016,03875214300016,O,1994-10-11,,,2024-03-30T08:35:35,true,2,P PAR MR DUFILS SERG,103,RUE,DU CHATEAU,92100,BOULOGNE-BILLANCOURT,92012,920121425_B,644318.225875471,6860531.388777287,2008-01-01,A,,81.10Z,NAFRev2,N
038761771,00013,03876177100013,O,2009-05-17,,,2024-03-30T01:00:59,true,2,,17,RUE,LEMERCIER,75017,PARIS,75117,751175503_B,650447.2706186298,6865326.388185555,2008-01-01,A,,81.10Z,NAFRev2,N
038763835,00014,03876383500014,O,1987-09-18,,,2024-03-30T11:31:42,true,2,,6,RUE,CAVE,75018,PARIS,75118,751181623_B,652763.5115640447,6865393.877856635,2008-01-01,A,,68.20A,NAFRev2,O
038764700,00019,03876470000019,O,1991-11-25,,,2024-03-30T17:40:16,true,3,5018 PARIS REP PAR,65,AVENUE,DE VERSAILLES,75016,PARIS,75116,751169706_B,646697.7189339604,6861030.646412397,2008-01-01,A,,81.10Z,NAFRev2,N
038770152,00015,03877015200015,O,1994-05-16,01,2022,2024-03-30T08:49:44,true,2,,27,AVENUE,DE SAINT-GERMAIN,78160,MARLY-LE-ROI,78372,783721102_B,633562.5939961239,6864175.172959296,2008-01-01,A,,81.10Z,NAFRev2,O
038770202,00018,03877020200018,O,1982-02-06,,,2024-03-30T06:31:31,true,2,TIER DE RIBES PASTEA,10,RUE,DE CASTIGLIONE,75001,PARIS,75101,751011603_B,650719.6440735721,6863094.7061734665,2008-01-01,A,,81.10Z,NAFRev2,N
038777108,00010,03877710800010,O,2003-06-04,,,2024-03-30T05:50:41,true,2,MME DE MALAFOSSE MO,11,RUE,MAGNE,91150,ETAMPES,91223,912232230_B,637931.5051346323,6815001.714765884,2008-01-01,A,,81.10Z,NAFRev2,O
038778924,00019,03877892400019,O,2018-07-26,,,2024-03-29T23:30:32,true,3,,1,AVENUE,DU GENERAL DE GAULLE,92220,BAGNEUX,92007,920074117_B,648454.1736813271,6855457.736487797,2008-01-01,A,,81.10Z,NAFRev2,N
038782835,00011,03878283500011,O,2000-12-13,,,2024-03-30T11:07:39,true,2,,23,AVENUE,DU GENERAL DE GAULLE,92220,BAGNEUX,92007,920074117_B,648249.531723153,6855558.632235811,2008-01-01,A,,81.10Z,NAFRev2,N
038789459,00013,03878945900013,O,2025-05-01,,,2024-03-30T14:58:57,true,3,,119,BOULEVARD,JEAN JAURES,92110,CLICHY,92024,920244730_B,648833.7714717528,6867452.505147621,2008-01-01,A,,81.10Z,NAFRev2,N
038789731,00015,03878973100015,O,1985-04-18,,,2024-03-30T02:48:30,true,3,BES REP PAR SARL COG,3,RUE,THIERS,78110,LE VESINET,78650,786501110_B,636420.2149118634,6866184.920539557,2017-07-31,A,,81.10Z,NAFRev2,N
038797015,00013,03879701500013,O,2016-07-28,,,2024-03-30T10:52:26,true,4,SOCIETE DE GESTION IMMOBILIERE,16,RUE,GABRIEL PERI,92120,MONTROUGE,92049,920494110_B,650283.2001783856,6857755.388733692,2008-01-01,A,,81.10Z,NAFRev2,O
038823118,00013,03882311800013,O,1984-03-09,,,2024-03-30T03:12:05,true,3,,19,AV,DU MAL DE LATTRE DE TASSIGNY,94220,CHARENTON-LE-PONT,94018,940186137_B,657387.9363102629,6858045.522685841,2017-12-31,A,,81.10Z,NAFRev2,N
038852539,00014,03885253900014,O,1983-02-09,,,2024-03-30T04:32:52,true,2,SNES REP PAR,61,RUE,DE L'ALMA,92400,COURBEVOIE,92026,920260050_B,645381.525638128,6866575.73407982,2008-01-01,A,,81.10Z,NAFRev2,N
038853677,00011,03885367700011,O,2017-02-14,,,2024-03-30T16:42:02,true,2,GNE REP PAR,70,ROUTE,DE LA REINE,92100,BOULOGNE-BILLANCOURT,92012,920128111_B,644353.6784194688,6860225.808121184,2008-01-01,A,,81.10Z,NAFRev2,N
038854477,00015,03885447700015,O,2009-08-02,01,2022,2024-03-30T06:28:35,true,2,,6,AVENUE,MENELOTTE,92700,COLOMBES,92025,920256215_B,645734.0281994883,6869622.337223954,2008-01-01,A,,81.10Z,NAFRev2,O
038856944,00012,03885694400012,O,2022-10-11,,,2024-03-30T13:46:50,true,5,SOUS BOIS REP PAR,12,RUE,LAVOISIER,93110,ROSNY-SOUS-BOIS,93064,930645140_B,663152.371813151,6862622.869129797,2018-05-31,A,,81.10Z,NAFRev2,N
038858635,00014,03885863500014,O,1998-08-29,,,2024-03-30T02:04:32,true,2,,24,RUE,DAUPHINE,75006,PARIS,75106,751062595_B,651524.773270015,6861854.712270255,2008-01-01,A,,81.10Z,NAFRev2,N
038858676,00018,03885867600018,O,1984-11-05,01,2022,2024-03-30T17:19:52,true,2,,152,RUE,DE PARIS,92100,BOULOGNE-BILLANCOURT,92012,920127130_B,643822.6654368433,6860457.4427973945,2008-01-01,A,,81.10Z,NAFRev2,O
038859971,00012,03885997100012,O,2016-01-11,,,2024-03-30T05:06:49,true,2,S SUR SEINE 92 REP P,6,RUE,DU TINTORET,92600,ASNIERES-SUR-SEINE,92004,920049135_B,646336.0159162305,6867620.468411925,2008-01-01,A,,81.10Z,NAFRev2,O
038866224,00017,03886622400017,O,1988-11-11,,,2024-11-12T05:15:58,true,3,,3,RUE,RAYMOND LEFEBVRE,94250,GENTILLY,94037,940378120_B,651921.2881876562,6857382.970166583,2024-05-02,A,,81.10Z,NAFRev2,O
038867636,00011,03886763600011,O,2009-12-10,,,2024-03-30T01:47:54,true,3,3 A 11,3,RUE,SAINT-SIMON,94000,CRETEIL,94028,940288850_B,659790.770533754,6854653.329186273,2008-01-01,A,,81.10Z,NAFRev2,N
038876934,00019,03887693400019,O,1992-10-17,01,2022,2024-03-30T04:58:21,true,2,,40,AVENUE,JEAN JAURES,94220,CHARENTON-LE-PONT,94018,940184730_B,656949.7647664485,6858267.5908540115,2008-01-01,A,,81.10Z,NAFRev2,O
038878278,00019,03887827800019,O,2000-06-30,,,2024-03-30T07:26:22,true,2,,17,AVENUE,DU GENERAL LECLERC,95220,HERBLAY-SUR-SEINE,95306,953060570_B,638427.1041124403,6876851.386187319,2008-01-01,A,,81.10Z,NAFRev2,O
038879276,00012,03887927600012,O,2023-07-31,01,2022,2024-03-30T07:15:22,true,2,,60,AVENUE,JEAN JAURES,92190,MEUDON,92048,920481300_B,644355.2639706499,6856880.098938028,2008-01-01,A,,81.10Z,NAFRev2,O
038880571,00013,03888057100013,O,2002-12-29,,,2024-03-30T13:35:33,true,2,AS 94 ALFORTVILLE RE,32,RUE,PIERRE SEMARD,94700,MAISONS-ALFORT,94046,940467170_B,658233.02127477,6855500.386571775,2008-01-01,A,,81.10Z,NAFRev2,N
038888467,00016,03888846700016,O,2021-04-08,,,2024-03-30T01:06:34,true,2,92 NEUILLY SUR SEIN,24,RUE,GODOT DE MAUROY,75009,PARIS,75109,751094222_B,650652.174591845,6863717.557296182,2008-01-01,A,,81.10Z,NAFRev2,N
038888582,00012,03888858200012,O,1997-02-09,,,2024-03-30T01:35:21,true,2,,31,BOULEVARD,DE LA REPUBLIQUE,92250,LA GARENNE-COLOMBES,92035,920358130_B,644948.8180746721,6867619.484375828,2008-01-01,A,,81.10Z,NAFRev2,O
038899027,00015,03889902700015,O,2004-02-19,01,2022,2024-03-30T12:24:53,true,2,,190,RUE,GALLIENI,92100,BOULOGNE-BILLANCOURT,92012,920124110_B,643417.6667326371,6859744.4861815395,2008-01-01,A,,81.10Z,NAFRev2,O
038906038,00013,03890603800013,O,2008-01-24,,,2024-03-30T15:13:15,true,4,,228,RUE,PAUL VAILLANT COUTURIER,94140,ALFORTVILLE,94002,940027118_B,657592.2849713721,6855686.279365664,2012-01-31,A,,81.10Z,NAFRev2,N
038930467,00014,03893046700014,O,1989-08-07,,,2024-03-30T00:46:48,true,3,,27,AV,DU MAL DE LATTRE DE TASSIGNY,94220,CHARENTON-LE-PONT,94018,940186137_B,657392.0081828871,6858130.00059256,2011-03-31,A,,81.10Z,NAFRev2,N
038932661,00010,03893266100010,O,2022-06-09,,,2024-03-30T02:29:50,true,2,UX REP PAR,10,RUE,D'UZES,75002,PARIS,75102,751029535_B,651884.4556266568,6863610.111300517,2008-01-01,A,,81.10Z,NAFRev2,O
038933727,00018,03893372700018,O,2012-07-25,,,2024-03-30T12:12:40,true,3,ENGHIEN LES BAINS RE,24,RUE,DU DEPART,95880,ENGHIEN-LES-BAINS,95210,952100200_B,649228.2231386382,6875070.429511935,2015-10-31,A,,81.10Z,NAFRev2,N
038937090,00017,03893709000017,O,2008-09-26,NN,2022,2024-03-30T01:31:14,true,3,S 92 BOULOGNE REP PA,48,BOULEVARD,DES BATIGNOLLES,75017,PARIS,75117,751170719_B,650311.2982352779,6864957.807092844,2023-03-31,A,,81.10Z,NAFRev2,N
038939179,00016,03893917900016,O,2015-07-09,,,2024-03-30T04:55:22,true,2,,6,PLACE,DU GENERAL LECLERC,92150,SURESNES,92073,920734153_B,643324.8564747307,6863530.637698736,2008-01-01,A,,81.10Z,NAFRev2,O
038942678,00012,03894267800012,O,1982-10-18,NN,2022,2024-03-30T17:07:06,true,2,,96,AVENUE,VICTOR HUGO,92140,CLAMART,92023,920239651_B,646368.3285544986,6856505.7519508,2008-01-01,A,,81.10Z,NAFRev2,O
038946679,00016,03894667900016,O,2002-09-12,,,2024-03-30T17:30:04,true,3,,62,RUE,CONDORCET,75009,PARIS,75109,751092268_B,651734.0807771515,6864684.561167849,2019-12-31,A,,81.10Z,NAFRev2,N
038947164,00018,03894716400018,O,1994-12-06,,,2024-03-30T11:57:52,true,2,,109,AVENUE,CHARLES DE GAULLE,92200,NEUILLY-SUR-SEINE,92051,920511436_B,646468.2280157866,6864841.380092499,2008-01-01,A,,81.10Z,NAFRev2,O
038948345,00012,03894834500012,O,1989-04-09,01,2022,2024-11-14T05:29:05,true,3,,73,RUE,PASTEUR,92150,SURESNES,92073,920737160_C,,,2023-05-31,A,,81.10Z,NAFRev2,N
038949079,00016,03894907900016,O,2015-10-17,,,2024-03-30T05:07:17,true,3,UR DES FOSSES REP PA,15,RUE,TAITBOUT,75009,PARIS,75109,751099155_B,651285.1227136668,6863800.714660553,2010-12-31,A,,81.10Z,NAFRev2,N
038950259,00010,03895025900010,O,2001-09-25,01,2022,2024-03-30T04:23:33,true,2,,34,,17 AVENUE DU GENERAL LECLERC,92260,FONTENAY-AUX-ROSES,92032,920325nvf_B,647081.1729603646,6854939.818956235,2008-01-01,A,,81.10Z,NAFRev2,O
038953147,00014,03895314700014,O,2025-10-27,,,2024-03-30T08:55:21,true,2,,1,RUE,DU PRINTEMPS,78230,LE PECQ,78481,784810940_B,634897.3767231654,6866950.705989692,2008-01-01,A,,81.10Z,NAFRev2,O
038961165,00016,03896116500016,O,1996-06-24,01,2022,2024-03-30T12:28:21,true,2,REP SA CHARLES BOUL,16,PASSAGE,JOUFFROY,75009,PARIS,75109,751095030_B,651740.3090956282,6863768.436665553,2008-01-01,A,,81.10Z,NAFRev2,O
038972451,00017,03897245100017,O,2004-04-14,01,2022,2024-03-30T15:38:32,true,2,RIS REP PAR SA COUSI,28,RUE,DE LA CLEF,75005,PARIS,75105,751052094_B,652492.0963644278,6860329.7378794,2008-01-01,A,,81.10Z,NAFRev2,O
038972683,00015,03897268300015,O,2008-08-11,,,2024-03-30T13:02:37,true,4,,135,BOULEVARD,DE MENILMONTANT,75011,PARIS,75111,751116267_B,654741.182670214,6863115.153175332,2008-01-01,A,,81.10Z,NAFRev2,N
038982336,00018,03898233600018,O,2024-03-17,01,2022,2024-12-11T05:38:55,true,2,,3,RUE,GUY DE MAUPASSANT,75016,PARIS,75116,751164436_B,646701.5790604729,6862766.324691359,2008-01-01,A,,81.10Z,NAFRev2,O
